External_Id__c,Errors,Id
5914,,a001100000GUDT2AAP
5925,,a001100000GUDT3AAP
5926,,a001100000GUDT4AAP
5934,,a001100000GUDT5AAP
5938,,a001100000GUDT6AAP
5942,,a001100000GUDT7AAP
5946,,a001100000GUDT8AAP
5947,,a001100000GUDT9AAP
5950,,a001100000GUDTAAA5
5954,,a001100000GUDTBAA5
5958,,a001100000GUDTCAA5
5964,,a001100000GUDTDAA5
5966,,a001100000GUDTEAA5
5968,,a001100000GUDTFAA5
5975,,a001100000GUDTGAA5
5979,,a001100000GUDTHAA5
5983,,a001100000GUDTIAA5
5992,,a001100000GUDTJAA5
5995,,a001100000GUDTKAA5
5999,,a001100000GUDTLAA5
6001,,a001100000GUDTMAA5
6004,,a001100000GUDTNAA5
6019,,a001100000GUDTOAA5
6023,,a001100000GUDTPAA5
6031,,a001100000GUDTQAA5
6041,,a001100000GUDTRAA5
6052,,a001100000GUDTSAA5
6053,,a001100000GUDTTAA5
6066,,a001100000GUDTUAA5
6068,,a001100000GUDTVAA5
6069,,a001100000GUDTWAA5
6072,,a001100000GUDTXAA5
6073,,a001100000GUDTYAA5
6075,,a001100000GUDTZAA5
6079,,a001100000GUDTaAAP
6083,,a001100000GUDTbAAP
6084,,a001100000GUDTcAAP
6088,,a001100000GUDTdAAP
6092,,a001100000GUDTeAAP
6097,,a001100000GUDTfAAP
6101,,a001100000GUDTgAAP
6103,,a001100000GUDThAAP
6104,,a001100000GUDTiAAP
6106,,a001100000GUDTjAAP
6110,,a001100000GUDTkAAP
6111,,a001100000GUDTlAAP
6115,,a001100000GUDTmAAP
6121,,a001100000GUDTnAAP
6131,,a001100000GUDToAAP
6138,,a001100000GUDTpAAP
6139,,a001100000GUDTqAAP
6149,,a001100000GUDTrAAP
6160,,a001100000GUDTsAAP
6163,,a001100000GUDTtAAP
6164,,a001100000GUDTuAAP
6165,,a001100000GUDTvAAP
6171,,a001100000GUDTwAAP
6172,,a001100000GUDTxAAP
6182,,a001100000GUDTyAAP
6187,,a001100000GUDTzAAP
6188,,a001100000GUDU0AAP
6189,,a001100000GUDU1AAP
6191,,a001100000GUDU2AAP
6197,,a001100000GUDU3AAP
6201,,a001100000GUDU4AAP
6203,,a001100000GUDU5AAP
6207,,a001100000GUDU6AAP
6210,,a001100000GUDU7AAP
6218,,a001100000GUDU8AAP
6220,,a001100000GUDU9AAP
6227,,a001100000GUDUAAA5
6232,,a001100000GUDUBAA5
6236,,a001100000GUDUCAA5
6238,,a001100000GUDUDAA5
6244,,a001100000GUDUEAA5
6251,,a001100000GUDUFAA5
6253,,a001100000GUDUGAA5
6254,,a001100000GUDUHAA5
6256,,a001100000GUDUIAA5
6266,,a001100000GUDUJAA5
6271,,a001100000GUDUKAA5
6279,,a001100000GUDULAA5
6283,,a001100000GUDUMAA5
6286,,a001100000GUDUNAA5
6292,,a001100000GUDUOAA5
6293,,a001100000GUDUPAA5
6294,,a001100000GUDUQAA5
6296,,a001100000GUDURAA5
6300,,a001100000GUDUSAA5
6302,,a001100000GUDUTAA5
6310,,a001100000GUDUUAA5
6314,,a001100000GUDUVAA5
6319,,a001100000GUDUWAA5
6322,,a001100000GUDUXAA5
6323,,a001100000GUDUYAA5
6336,,a001100000GUDUZAA5
6338,,a001100000GUDUaAAP
6339,,a001100000GUDUbAAP
6341,,a001100000GUDUcAAP
6347,,a001100000GUDUdAAP
6357,,a001100000GUDUeAAP
6363,,a001100000GUDUfAAP
6364,,a001100000GUDUgAAP
6374,,a001100000GUDUhAAP
6381,,a001100000GUDUiAAP
6382,,a001100000GUDUjAAP
6385,,a001100000GUDUkAAP
6388,,a001100000GUDUlAAP
6390,,a001100000GUDUmAAP
6391,,a001100000GUDUnAAP
6394,,a001100000GUDUoAAP
6397,,a001100000GUDUpAAP
6405,,a001100000GUDUqAAP
6408,,a001100000GUDUrAAP
6422,,a001100000GUDUsAAP
6426,,a001100000GUDUtAAP
6430,,a001100000GUDUuAAP
6439,,a001100000GUDUvAAP
6441,,a001100000GUDUwAAP
6453,,a001100000GUDUxAAP
6455,,a001100000GUDUyAAP
6457,,a001100000GUDUzAAP
6458,,a001100000GUDV0AAP
6468,,a001100000GUDV1AAP
6469,,a001100000GUDV2AAP
6476,,a001100000GUDV3AAP
6478,,a001100000GUDV4AAP
6482,,a001100000GUDV5AAP
6485,,a001100000GUDV6AAP
6492,,a001100000GUDV7AAP
6495,,a001100000GUDV8AAP
6496,,a001100000GUDV9AAP
6504,,a001100000GUDVAAA5
6513,,a001100000GUDVBAA5
6518,,a001100000GUDVCAA5
6521,,a001100000GUDVDAA5
6524,,a001100000GUDVEAA5
6529,,a001100000GUDVFAA5
6534,,a001100000GUDVGAA5
6536,,a001100000GUDVHAA5
6537,,a001100000GUDVIAA5
6549,,a001100000GUDVJAA5
6552,,a001100000GUDVKAA5
6555,,a001100000GUDVLAA5
6559,,a001100000GUDVMAA5
6575,,a001100000GUDVNAA5
6576,,a001100000GUDVOAA5
6578,,a001100000GUDVPAA5
6580,,a001100000GUDVQAA5
6581,,a001100000GUDVRAA5
6582,,a001100000GUDVSAA5
6595,,a001100000GUDVTAA5
6598,,a001100000GUDVUAA5
6601,,a001100000GUDVVAA5
6604,,a001100000GUDVWAA5
6610,,a001100000GUDVXAA5
6614,,a001100000GUDVYAA5
6620,,a001100000GUDVZAA5
6622,,a001100000GUDVaAAP
6624,,a001100000GUDVbAAP
6632,,a001100000GUDVcAAP
6633,,a001100000GUDVdAAP
6647,,a001100000GUDVeAAP
6649,,a001100000GUDVfAAP
6655,,a001100000GUDVgAAP
6658,,a001100000GUDVhAAP
6660,,a001100000GUDViAAP
6662,,a001100000GUDVjAAP
6664,,a001100000GUDVkAAP
6666,,a001100000GUDVlAAP
6668,,a001100000GUDVmAAP
6675,,a001100000GUDVnAAP
6676,,a001100000GUDVoAAP
6681,,a001100000GUDVpAAP
6684,,a001100000GUDVqAAP
6692,,a001100000GUDVrAAP
6697,,a001100000GUDVsAAP
6700,,a001100000GUDVtAAP
6704,,a001100000GUDVuAAP
6713,,a001100000GUDVvAAP
6714,,a001100000GUDVwAAP
6718,,a001100000GUDVxAAP
6720,,a001100000GUDVyAAP
6731,,a001100000GUDVzAAP
6740,,a001100000GUDW0AAP
6745,,a001100000GUDW1AAP
6747,,a001100000GUDW2AAP
6748,,a001100000GUDW3AAP
6752,,a001100000GUDW4AAP
6761,,a001100000GUDW5AAP
6762,,a001100000GUDW6AAP
6763,,a001100000GUDW7AAP
6770,,a001100000GUDW8AAP
6775,,a001100000GUDW9AAP
6776,,a001100000GUDWAAA5
6777,,a001100000GUDWBAA5
6783,,a001100000GUDWCAA5
6784,,a001100000GUDWDAA5
6787,,a001100000GUDWEAA5
6791,,a001100000GUDWFAA5
6805,,a001100000GUDWGAA5
6816,,a001100000GUDWHAA5
6818,,a001100000GUDWIAA5
6820,,a001100000GUDWJAA5
6821,,a001100000GUDWKAA5
6823,,a001100000GUDWLAA5
6824,,a001100000GUDWMAA5
6830,,a001100000GUDWNAA5
6836,,a001100000GUDWOAA5
6837,,a001100000GUDWPAA5
6848,,a001100000GUDWQAA5
6853,,a001100000GUDWRAA5
6857,,a001100000GUDWSAA5
6862,,a001100000GUDWTAA5
6869,,a001100000GUDWUAA5
6874,,a001100000GUDWVAA5
6879,,a001100000GUDWWAA5
6887,,a001100000GUDWXAA5
6890,,a001100000GUDWYAA5
6898,,a001100000GUDWZAA5
6900,,a001100000GUDWaAAP
6902,,a001100000GUDWbAAP
6905,,a001100000GUDWcAAP
6912,,a001100000GUDWdAAP
6914,,a001100000GUDWeAAP
6916,,a001100000GUDWfAAP
6919,,a001100000GUDWgAAP
6927,,a001100000GUDWhAAP
6929,,a001100000GUDWiAAP
6940,,a001100000GUDWjAAP
6944,,a001100000GUDWkAAP
6948,,a001100000GUDWlAAP
6949,,a001100000GUDWmAAP
6952,,a001100000GUDWnAAP
6954,,a001100000GUDWoAAP
6955,,a001100000GUDWpAAP
6973,,a001100000GUDWqAAP
6977,,a001100000GUDWrAAP
6987,,a001100000GUDWsAAP
6989,,a001100000GUDWtAAP
6994,,a001100000GUDWuAAP
6995,,a001100000GUDWvAAP
6997,,a001100000GUDWwAAP
7007,,a001100000GUDWxAAP
7009,,a001100000GUDWyAAP
7013,,a001100000GUDWzAAP
7014,,a001100000GUDX0AAP
7015,,a001100000GUDX1AAP
7026,,a001100000GUDX2AAP
7027,,a001100000GUDX3AAP
7030,,a001100000GUDX4AAP
7031,,a001100000GUDX5AAP
7035,,a001100000GUDX6AAP
7037,,a001100000GUDX7AAP
7039,,a001100000GUDX8AAP
7040,,a001100000GUDX9AAP
7051,,a001100000GUDXAAA5
7054,,a001100000GUDXBAA5
7068,,a001100000GUDXCAA5
7069,,a001100000GUDXDAA5
7073,,a001100000GUDXEAA5
7075,,a001100000GUDXFAA5
7078,,a001100000GUDXGAA5
7080,,a001100000GUDXHAA5
7085,,a001100000GUDXIAA5
7086,,a001100000GUDXJAA5
7091,,a001100000GUDXKAA5
7097,,a001100000GUDXLAA5
7099,,a001100000GUDXMAA5
7100,,a001100000GUDXNAA5
7102,,a001100000GUDXOAA5
7123,,a001100000GUDXPAA5
7126,,a001100000GUDXQAA5
7129,,a001100000GUDXRAA5
7130,,a001100000GUDXSAA5
7135,,a001100000GUDXTAA5
7138,,a001100000GUDXUAA5
7145,,a001100000GUDXVAA5
7158,,a001100000GUDXWAA5
7162,,a001100000GUDXXAA5
7167,,a001100000GUDXYAA5
7176,,a001100000GUDXZAA5
7177,,a001100000GUDXaAAP
7179,,a001100000GUDXbAAP
7180,,a001100000GUDXcAAP
7183,,a001100000GUDXdAAP
7186,,a001100000GUDXeAAP
7188,,a001100000GUDXfAAP
7189,,a001100000GUDXgAAP
7195,,a001100000GUDXhAAP
7196,,a001100000GUDXiAAP
7197,,a001100000GUDXjAAP
7205,,a001100000GUDXkAAP
7213,,a001100000GUDXlAAP
7215,,a001100000GUDXmAAP
7219,,a001100000GUDXnAAP
7226,,a001100000GUDXoAAP
7229,,a001100000GUDXpAAP
7235,,a001100000GUDXqAAP
7238,,a001100000GUDXrAAP
7241,,a001100000GUDXsAAP
7248,,a001100000GUDXtAAP
7260,,a001100000GUDXuAAP
7261,,a001100000GUDXvAAP
7263,,a001100000GUDXwAAP
7267,,a001100000GUDXxAAP
7270,,a001100000GUDXyAAP
7276,,a001100000GUDXzAAP
7288,,a001100000GUDY0AAP
7293,,a001100000GUDY1AAP
7297,,a001100000GUDY2AAP
7299,,a001100000GUDY3AAP
7302,,a001100000GUDY4AAP
7307,,a001100000GUDY5AAP
7311,,a001100000GUDY6AAP
7312,,a001100000GUDY7AAP
7317,,a001100000GUDY8AAP
7323,,a001100000GUDY9AAP
7328,,a001100000GUDYAAA5
7331,,a001100000GUDYBAA5
7334,,a001100000GUDYCAA5
7337,,a001100000GUDYDAA5
7347,,a001100000GUDYEAA5
7348,,a001100000GUDYFAA5
7354,,a001100000GUDYGAA5
7357,,a001100000GUDYHAA5
7361,,a001100000GUDYIAA5
7365,,a001100000GUDYJAA5
7381,,a001100000GUDYKAA5
7388,,a001100000GUDYLAA5
7389,,a001100000GUDYMAA5
7395,,a001100000GUDYNAA5
7396,,a001100000GUDYOAA5
7404,,a001100000GUDYPAA5
7407,,a001100000GUDYQAA5
7413,,a001100000GUDYRAA5
7414,,a001100000GUDYSAA5
7415,,a001100000GUDYTAA5
7416,,a001100000GUDYUAA5
7421,,a001100000GUDYVAA5
7428,,a001100000GUDYWAA5
7430,,a001100000GUDYXAA5
7431,,a001100000GUDYYAA5
7432,,a001100000GUDYZAA5
7433,,a001100000GUDYaAAP
7435,,a001100000GUDYbAAP
7437,,a001100000GUDYcAAP
7443,,a001100000GUDYdAAP
7455,,a001100000GUDYeAAP
7459,,a001100000GUDYfAAP
7461,,a001100000GUDYgAAP
7468,,a001100000GUDYhAAP
7473,,a001100000GUDYiAAP
7474,,a001100000GUDYjAAP
7476,,a001100000GUDYkAAP
7484,,a001100000GUDYlAAP
7494,,a001100000GUDYmAAP
7495,,a001100000GUDYnAAP
7498,,a001100000GUDYoAAP
7501,,a001100000GUDYpAAP
7514,,a001100000GUDYqAAP
7520,,a001100000GUDYrAAP
7521,,a001100000GUDYsAAP
7525,,a001100000GUDYtAAP
7530,,a001100000GUDYuAAP
7532,,a001100000GUDYvAAP
7539,,a001100000GUDYwAAP
7540,,a001100000GUDYxAAP
7552,,a001100000GUDYyAAP
7560,,a001100000GUDYzAAP
7566,,a001100000GUDZ0AAP
7569,,a001100000GUDZ1AAP
7572,,a001100000GUDZ2AAP
7574,,a001100000GUDZ3AAP
7576,,a001100000GUDZ4AAP
7581,,a001100000GUDZ5AAP
7585,,a001100000GUDZ6AAP
7592,,a001100000GUDZ7AAP
7595,,a001100000GUDZ8AAP
7602,,a001100000GUDZ9AAP
7603,,a001100000GUDZAAA5
7606,,a001100000GUDZBAA5
7613,,a001100000GUDZCAA5
7620,,a001100000GUDZDAA5
7623,,a001100000GUDZEAA5
7628,,a001100000GUDZFAA5
7633,,a001100000GUDZGAA5
7634,,a001100000GUDZHAA5
7636,,a001100000GUDZIAA5
7639,,a001100000GUDZJAA5
7641,,a001100000GUDZKAA5
7643,,a001100000GUDZLAA5
7644,,a001100000GUDZMAA5
7652,,a001100000GUDZNAA5
7658,,a001100000GUDZOAA5
7659,,a001100000GUDZPAA5
7661,,a001100000GUDZQAA5
7663,,a001100000GUDZRAA5
7675,,a001100000GUDZSAA5
7681,,a001100000GUDZTAA5
7686,,a001100000GUDZUAA5
7687,,a001100000GUDZVAA5
7700,,a001100000GUDZWAA5
7701,,a001100000GUDZXAA5
7705,,a001100000GUDZYAA5
7706,,a001100000GUDZZAA5
7707,,a001100000GUDZaAAP
7720,,a001100000GUDZbAAP
7735,,a001100000GUDZcAAP
7739,,a001100000GUDZdAAP
7743,,a001100000GUDZeAAP
7749,,a001100000GUDZfAAP
7754,,a001100000GUDZgAAP
7757,,a001100000GUDZhAAP
7762,,a001100000GUDZiAAP
7766,,a001100000GUDZjAAP
7767,,a001100000GUDZkAAP
7771,,a001100000GUDZlAAP
7772,,a001100000GUDZmAAP
7773,,a001100000GUDZnAAP
7776,,a001100000GUDZoAAP
7779,,a001100000GUDZpAAP
7783,,a001100000GUDZqAAP
7786,,a001100000GUDZrAAP
7791,,a001100000GUDZsAAP
7792,,a001100000GUDZtAAP
7795,,a001100000GUDZuAAP
7797,,a001100000GUDZvAAP
7799,,a001100000GUDZwAAP
7809,,a001100000GUDZxAAP
7814,,a001100000GUDZyAAP
7818,,a001100000GUDZzAAP
7826,,a001100000GUDa0AAH
7831,,a001100000GUDa1AAH
7833,,a001100000GUDa2AAH
7839,,a001100000GUDa3AAH
7842,,a001100000GUDa4AAH
7858,,a001100000GUDa5AAH
7859,,a001100000GUDa6AAH
7860,,a001100000GUDa7AAH
7869,,a001100000GUDa8AAH
7870,,a001100000GUDa9AAH
7871,,a001100000GUDaAAAX
7874,,a001100000GUDaBAAX
7878,,a001100000GUDaCAAX
7880,,a001100000GUDaDAAX
7895,,a001100000GUDaEAAX
7899,,a001100000GUDaFAAX
7906,,a001100000GUDaGAAX
7911,,a001100000GUDaHAAX
7915,,a001100000GUDaIAAX
7917,,a001100000GUDaJAAX
7919,,a001100000GUDaKAAX
7925,,a001100000GUDaLAAX
7934,,a001100000GUDaMAAX
7942,,a001100000GUDaNAAX
7944,,a001100000GUDaOAAX
7947,,a001100000GUDaPAAX
7948,,a001100000GUDaQAAX
7950,,a001100000GUDaRAAX
7953,,a001100000GUDaSAAX
7962,,a001100000GUDaTAAX
7965,,a001100000GUDaUAAX
7969,,a001100000GUDaVAAX
7970,,a001100000GUDaWAAX
7972,,a001100000GUDaXAAX
7976,,a001100000GUDaYAAX
7978,,a001100000GUDaZAAX
7981,,a001100000GUDaaAAH
7984,,a001100000GUDabAAH
7986,,a001100000GUDacAAH
7987,,a001100000GUDadAAH
7991,,a001100000GUDaeAAH
7996,,a001100000GUDafAAH
8000,,a001100000GUDagAAH
8006,,a001100000GUDahAAH
8009,,a001100000GUDaiAAH
8015,,a001100000GUDajAAH
8016,,a001100000GUDakAAH
8019,,a001100000GUDalAAH
8021,,a001100000GUDamAAH
8029,,a001100000GUDanAAH
8039,,a001100000GUDaoAAH
8045,,a001100000GUDapAAH
8048,,a001100000GUDaqAAH
8050,,a001100000GUDarAAH
8055,,a001100000GUDasAAH
8071,,a001100000GUDatAAH
8074,,a001100000GUDauAAH
8080,,a001100000GUDavAAH
8086,,a001100000GUDawAAH
8095,,a001100000GUDaxAAH
8100,,a001100000GUDayAAH
8104,,a001100000GUDazAAH
8105,,a001100000GUDb0AAH
8108,,a001100000GUDb1AAH
8110,,a001100000GUDb2AAH
8117,,a001100000GUDb3AAH
8119,,a001100000GUDb4AAH
8124,,a001100000GUDb5AAH
8131,,a001100000GUDb6AAH
8142,,a001100000GUDb7AAH
8143,,a001100000GUDb8AAH
8144,,a001100000GUDb9AAH
8146,,a001100000GUDbAAAX
8150,,a001100000GUDbBAAX
8163,,a001100000GUDbCAAX
8165,,a001100000GUDbDAAX
8166,,a001100000GUDbEAAX
8167,,a001100000GUDbFAAX
8170,,a001100000GUDbGAAX
8177,,a001100000GUDbHAAX
8182,,a001100000GUDbIAAX
8183,,a001100000GUDbJAAX
8184,,a001100000GUDbKAAX
8202,,a001100000GUDbLAAX
8203,,a001100000GUDbMAAX
8204,,a001100000GUDbNAAX
8206,,a001100000GUDbOAAX
8213,,a001100000GUDbPAAX
8216,,a001100000GUDbQAAX
8220,,a001100000GUDbRAAX
8222,,a001100000GUDbSAAX
8223,,a001100000GUDbTAAX
8226,,a001100000GUDbUAAX
8236,,a001100000GUDbVAAX
8237,,a001100000GUDbWAAX
8243,,a001100000GUDbXAAX
8253,,a001100000GUDbYAAX
8254,,a001100000GUDbZAAX
8258,,a001100000GUDbaAAH
8264,,a001100000GUDbbAAH
8269,,a001100000GUDbcAAH
8272,,a001100000GUDbdAAH
8274,,a001100000GUDbeAAH
8276,,a001100000GUDbfAAH
8288,,a001100000GUDbgAAH
8290,,a001100000GUDbhAAH
8291,,a001100000GUDbiAAH
8294,,a001100000GUDbjAAH
8295,,a001100000GUDbkAAH
8296,,a001100000GUDblAAH
8301,,a001100000GUDbmAAH
8304,,a001100000GUDbnAAH
8306,,a001100000GUDboAAH
8315,,a001100000GUDbpAAH
8319,,a001100000GUDbqAAH
8326,,a001100000GUDbrAAH
8347,,a001100000GUDbsAAH
8356,,a001100000GUDbtAAH
8361,,a001100000GUDbuAAH
8362,,a001100000GUDbvAAH
8364,,a001100000GUDbwAAH
8367,,a001100000GUDbxAAH
8375,,a001100000GUDbyAAH
8377,,a001100000GUDbzAAH
8378,,a001100000GUDc0AAH
8379,,a001100000GUDc1AAH
8387,,a001100000GUDc2AAH
8390,,a001100000GUDc3AAH
8392,,a001100000GUDc4AAH
8393,,a001100000GUDc5AAH
8397,,a001100000GUDc6AAH
8412,,a001100000GUDc7AAH
8418,,a001100000GUDc8AAH
8420,,a001100000GUDc9AAH
8422,,a001100000GUDcAAAX
8425,,a001100000GUDcBAAX
8429,,a001100000GUDcCAAX
8431,,a001100000GUDcDAAX
8436,,a001100000GUDcEAAX
8445,,a001100000GUDcFAAX
8450,,a001100000GUDcGAAX
8453,,a001100000GUDcHAAX
8459,,a001100000GUDcIAAX
8466,,a001100000GUDcJAAX
8472,,a001100000GUDcKAAX
8474,,a001100000GUDcLAAX
8475,,a001100000GUDcMAAX
8477,,a001100000GUDcNAAX
8481,,a001100000GUDcOAAX
8486,,a001100000GUDcPAAX
8487,,a001100000GUDcQAAX
8488,,a001100000GUDcRAAX
8494,,a001100000GUDcSAAX
8495,,a001100000GUDcTAAX
8507,,a001100000GUDcUAAX
8517,,a001100000GUDcVAAX
8520,,a001100000GUDcWAAX
8521,,a001100000GUDcXAAX
8529,,a001100000GUDcYAAX
8535,,a001100000GUDcZAAX
8538,,a001100000GUDcaAAH
8539,,a001100000GUDcbAAH
8542,,a001100000GUDccAAH
8545,,a001100000GUDcdAAH
8553,,a001100000GUDceAAH
8558,,a001100000GUDcfAAH
8560,,a001100000GUDcgAAH
8562,,a001100000GUDchAAH
8566,,a001100000GUDciAAH
8568,,a001100000GUDcjAAH
8574,,a001100000GUDckAAH
8591,,a001100000GUDclAAH
8593,,a001100000GUDcmAAH
8598,,a001100000GUDcnAAH
8602,,a001100000GUDcoAAH
8604,,a001100000GUDcpAAH
8608,,a001100000GUDcqAAH
8610,,a001100000GUDcrAAH
8616,,a001100000GUDcsAAH
8618,,a001100000GUDctAAH
8619,,a001100000GUDcuAAH
8631,,a001100000GUDcvAAH
8634,,a001100000GUDcwAAH
8639,,a001100000GUDcxAAH
8643,,a001100000GUDcyAAH
8646,,a001100000GUDczAAH
8649,,a001100000GUDd0AAH
8653,,a001100000GUDd1AAH
8663,,a001100000GUDd2AAH
8673,,a001100000GUDd3AAH
8675,,a001100000GUDd4AAH
8678,,a001100000GUDd5AAH
8689,,a001100000GUDd6AAH
8690,,a001100000GUDd7AAH
8697,,a001100000GUDd8AAH
8703,,a001100000GUDd9AAH
8704,,a001100000GUDdAAAX
8710,,a001100000GUDdBAAX
8714,,a001100000GUDdCAAX
8715,,a001100000GUDdDAAX
8717,,a001100000GUDdEAAX
8718,,a001100000GUDdFAAX
8721,,a001100000GUDdGAAX
8723,,a001100000GUDdHAAX
8724,,a001100000GUDdIAAX
8727,,a001100000GUDdJAAX
8737,,a001100000GUDdKAAX
8740,,a001100000GUDdLAAX
8742,,a001100000GUDdMAAX
8745,,a001100000GUDdNAAX
8752,,a001100000GUDdOAAX
8753,,a001100000GUDdPAAX
8754,,a001100000GUDdQAAX
8757,,a001100000GUDdRAAX
8767,,a001100000GUDdSAAX
8770,,a001100000GUDdTAAX
8772,,a001100000GUDdUAAX
8785,,a001100000GUDdVAAX
8788,,a001100000GUDdWAAX
8790,,a001100000GUDdXAAX
8791,,a001100000GUDdYAAX
8794,,a001100000GUDdZAAX
8798,,a001100000GUDdaAAH
8808,,a001100000GUDdbAAH
8830,,a001100000GUDdcAAH
8834,,a001100000GUDddAAH
8837,,a001100000GUDdeAAH
8841,,a001100000GUDdfAAH
8843,,a001100000GUDdgAAH
8844,,a001100000GUDdhAAH
8848,,a001100000GUDdiAAH
8853,,a001100000GUDdjAAH
8855,,a001100000GUDdkAAH
8859,,a001100000GUDdlAAH
8866,,a001100000GUDdmAAH
8868,,a001100000GUDdnAAH
8873,,a001100000GUDdoAAH
8878,,a001100000GUDdpAAH
8887,,a001100000GUDdqAAH
8888,,a001100000GUDdrAAH
8893,,a001100000GUDdsAAH
8894,,a001100000GUDdtAAH
8898,,a001100000GUDduAAH
8905,,a001100000GUDdvAAH
8909,,a001100000GUDdwAAH
8910,,a001100000GUDdxAAH
8928,,a001100000GUDdyAAH
8929,,a001100000GUDdzAAH
8933,,a001100000GUDe0AAH
8940,,a001100000GUDe1AAH
8941,,a001100000GUDe2AAH
8944,,a001100000GUDe3AAH
8951,,a001100000GUDe4AAH
8960,,a001100000GUDe5AAH
8963,,a001100000GUDe6AAH
8964,,a001100000GUDe7AAH
8970,,a001100000GUDe8AAH
8971,,a001100000GUDe9AAH
8977,,a001100000GUDeAAAX
8981,,a001100000GUDeBAAX
8983,,a001100000GUDeCAAX
8988,,a001100000GUDeDAAX
8999,,a001100000GUDeEAAX
9002,,a001100000GUDeFAAX
9004,,a001100000GUDeGAAX
9009,,a001100000GUDeHAAX
9012,,a001100000GUDeIAAX
9015,,a001100000GUDeJAAX
9030,,a001100000GUDeKAAX
9034,,a001100000GUDeLAAX
9040,,a001100000GUDeMAAX
9041,,a001100000GUDeNAAX
9046,,a001100000GUDeOAAX
9047,,a001100000GUDePAAX
9054,,a001100000GUDeQAAX
9055,,a001100000GUDeRAAX
9056,,a001100000GUDeSAAX
9057,,a001100000GUDeTAAX
9058,,a001100000GUDeUAAX
9059,,a001100000GUDeVAAX
9062,,a001100000GUDeWAAX
9063,,a001100000GUDeXAAX
9066,,a001100000GUDeYAAX
9067,,a001100000GUDeZAAX
9068,,a001100000GUDeaAAH
9084,,a001100000GUDebAAH
9096,,a001100000GUDecAAH
9098,,a001100000GUDedAAH
9102,,a001100000GUDeeAAH
9107,,a001100000GUDefAAH
9109,,a001100000GUDegAAH
9111,,a001100000GUDehAAH
9120,,a001100000GUDeiAAH
9121,,a001100000GUDejAAH
9122,,a001100000GUDekAAH
9125,,a001100000GUDelAAH
9126,,a001100000GUDemAAH
9130,,a001100000GUDenAAH
9133,,a001100000GUDeoAAH
9147,,a001100000GUDepAAH
9151,,a001100000GUDeqAAH
9153,,a001100000GUDerAAH
9154,,a001100000GUDesAAH
9160,,a001100000GUDetAAH
9165,,a001100000GUDeuAAH
9182,,a001100000GUDevAAH
9185,,a001100000GUDewAAH
9189,,a001100000GUDexAAH
9205,,a001100000GUDeyAAH
9208,,a001100000GUDezAAH
9209,,a001100000GUDf0AAH
9210,,a001100000GUDf1AAH
9211,,a001100000GUDf2AAH
9216,,a001100000GUDf3AAH
9224,,a001100000GUDf4AAH
9226,,a001100000GUDf5AAH
9237,,a001100000GUDf6AAH
9239,,a001100000GUDf7AAH
9243,,a001100000GUDf8AAH
9256,,a001100000GUDf9AAH
9260,,a001100000GUDfAAAX
9263,,a001100000GUDfBAAX
9264,,a001100000GUDfCAAX
9270,,a001100000GUDfDAAX
9271,,a001100000GUDfEAAX
9272,,a001100000GUDfFAAX
9275,,a001100000GUDfGAAX
9278,,a001100000GUDfHAAX
9279,,a001100000GUDfIAAX
9286,,a001100000GUDfJAAX
9297,,a001100000GUDfKAAX
9299,,a001100000GUDfLAAX
9308,,a001100000GUDfMAAX
9309,,a001100000GUDfNAAX
9327,,a001100000GUDfOAAX
9328,,a001100000GUDfPAAX
9332,,a001100000GUDfQAAX
9343,,a001100000GUDfRAAX
9346,,a001100000GUDfSAAX
9348,,a001100000GUDfTAAX
9349,,a001100000GUDfUAAX
9356,,a001100000GUDfVAAX
9357,,a001100000GUDfWAAX
9359,,a001100000GUDfXAAX
9367,,a001100000GUDfYAAX
9376,,a001100000GUDfZAAX
9378,,a001100000GUDfaAAH
9384,,a001100000GUDfbAAH
9385,,a001100000GUDfcAAH
9387,,a001100000GUDfdAAH
9388,,a001100000GUDfeAAH
9389,,a001100000GUDffAAH
9392,,a001100000GUDfgAAH
9397,,a001100000GUDfhAAH
9411,,a001100000GUDfiAAH
9412,,a001100000GUDfjAAH
9413,,a001100000GUDfkAAH
9414,,a001100000GUDflAAH
9419,,a001100000GUDfmAAH
9420,,a001100000GUDfnAAH
9425,,a001100000GUDfoAAH
9434,,a001100000GUDfpAAH
9445,,a001100000GUDfqAAH
9447,,a001100000GUDfrAAH
9452,,a001100000GUDfsAAH
9453,,a001100000GUDftAAH
9456,,a001100000GUDfuAAH
9457,,a001100000GUDfvAAH
9459,,a001100000GUDfwAAH
9466,,a001100000GUDfxAAH
9471,,a001100000GUDfyAAH
9472,,a001100000GUDfzAAH
9474,,a001100000GUDg0AAH
9475,,a001100000GUDg1AAH
9485,,a001100000GUDg2AAH
9489,,a001100000GUDg3AAH
9490,,a001100000GUDg4AAH
9494,,a001100000GUDg5AAH
9502,,a001100000GUDg6AAH
9503,,a001100000GUDg7AAH
9515,,a001100000GUDg8AAH
9517,,a001100000GUDg9AAH
9521,,a001100000GUDgAAAX
9524,,a001100000GUDgBAAX
9538,,a001100000GUDgCAAX
9544,,a001100000GUDgDAAX
9550,,a001100000GUDgEAAX
9551,,a001100000GUDgFAAX
9554,,a001100000GUDgGAAX
9555,,a001100000GUDgHAAX
9560,,a001100000GUDgIAAX
9563,,a001100000GUDgJAAX
9570,,a001100000GUDgKAAX
