Id,External_Id__c
a0063000008tSFQAA2,6681
a0063000008tSFRAA2,6684
a0063000008tSFSAA2,6692
a0063000008tSFTAA2,6697
a0063000008tSFUAA2,6700
a0063000008tSFVAA2,6704
a0063000008tSFWAA2,6713
a0063000008tSFXAA2,6714
a0063000008tSFYAA2,6718
a0063000008tSFZAA2,6720
a0063000008tSFaAAM,6731
a0063000008tSFbAAM,6740
a0063000008tSFcAAM,6745
a0063000008tSFdAAM,6747
a0063000008tSFeAAM,6748
a0063000008tSFfAAM,6752
a0063000008tSFgAAM,6761
a0063000008tSFhAAM,6762
a0063000008tSFiAAM,6763
a0063000008tSFjAAM,6770
a0063000008tSFkAAM,6775
a0063000008tSFlAAM,6776
a0063000008tSFmAAM,6777
a0063000008tSFnAAM,6783
a0063000008tSFoAAM,6784
a0063000008tSFpAAM,6787
a0063000008tSFqAAM,6791
a0063000008tSFrAAM,6805
a0063000008tSFsAAM,6816
a0063000008tSFtAAM,6818
a0063000008tSFuAAM,6820
a0063000008tSFvAAM,6821
a0063000008tSFwAAM,6823
a0063000008tSFxAAM,6824
a0063000008tSFyAAM,6830
a0063000008tSFzAAM,6836
a0063000008tSG0AAM,6837
a0063000008tSG1AAM,6848
a0063000008tSG2AAM,6853
a0063000008tSG3AAM,6857
a0063000008tSG4AAM,6862
a0063000008tSG5AAM,6869
a0063000008tSG6AAM,6874
a0063000008tSG7AAM,6879
a0063000008tSG8AAM,6887
a0063000008tSG9AAM,6890
a0063000008tSGAAA2,6898
a0063000008tSGBAA2,6900
a0063000008tSGCAA2,6902
a0063000008tSGDAA2,6905
a0063000008tSGEAA2,6912
a0063000008tSGFAA2,6914
a0063000008tSGGAA2,6916
a0063000008tSGHAA2,6919
a0063000008tSGIAA2,6927
a0063000008tSGJAA2,6929
a0063000008tSGKAA2,6940
a0063000008tSGLAA2,6944
a0063000008tSGMAA2,6948
a0063000008tSGNAA2,6949
a0063000008tSGOAA2,6952
a0063000008tSGPAA2,6954
a0063000008tSGQAA2,6955
a0063000008tSGRAA2,6973
a0063000008tSGSAA2,6977
a0063000008tSGTAA2,6987
a0063000008tSGUAA2,6989
a0063000008tSGVAA2,6994
a0063000008tSGWAA2,6995
a0063000008tSGXAA2,6997
a0063000008tSGYAA2,7007
a0063000008tSGZAA2,7009
a0063000008tSGaAAM,7013
a0063000008tSGbAAM,7014
a0063000008tSGcAAM,7015
a0063000008tSGdAAM,7026
a0063000008tSGeAAM,7027
a0063000008tSGfAAM,7030
a0063000008tSGgAAM,7031
a0063000008tSGhAAM,7035
a0063000008tSGiAAM,7037
a0063000008tSGjAAM,7039
a0063000008tSGkAAM,7040
a0063000008tSGlAAM,7051
a0063000008tSGmAAM,7054
a0063000008tSGnAAM,7068
a0063000008tSGoAAM,7069
a0063000008tSGpAAM,7073
a0063000008tSGqAAM,7075
a0063000008tSGrAAM,7078
a0063000008tSGsAAM,7080
a0063000008tSGtAAM,7085
a0063000008tSGuAAM,7086
a0063000008tSGvAAM,7091
a0063000008tSGwAAM,7097
a0063000008tSGxAAM,7099
a0063000008tSGyAAM,7100
a0063000008tSGzAAM,7102
a0063000008tSH0AAM,7123
a0063000008tSH1AAM,7126
a0063000008tSH2AAM,7129
a0063000008tSH3AAM,7130
a0063000008tSH4AAM,7135
a0063000008tSH5AAM,7138
a0063000008tSH6AAM,7145
a0063000008tSH7AAM,7158
a0063000008tSH8AAM,7162
a0063000008tSH9AAM,7167
a0063000008tSHAAA2,7176
a0063000008tSHBAA2,7177
a0063000008tSHCAA2,7179
a0063000008tSHDAA2,7180
a0063000008tSHEAA2,7183
a0063000008tSHFAA2,7186
a0063000008tSHGAA2,7188
a0063000008tSHHAA2,7189
a0063000008tSHIAA2,7195
a0063000008tSHJAA2,7196
a0063000008tSHKAA2,7197
a0063000008tSHLAA2,7205
a0063000008tSHMAA2,7213
a0063000008tSHNAA2,7215
a0063000008tSHOAA2,7219
a0063000008tSHPAA2,7226
a0063000008tSHQAA2,7229
a0063000008tSHRAA2,7235
a0063000008tSHSAA2,7238
a0063000008tSHTAA2,7241
a0063000008tSHUAA2,7248
a0063000008tSHVAA2,7260
a0063000008tSHWAA2,7261
a0063000008tSHXAA2,7263
a0063000008tSHYAA2,7267
a0063000008tSHZAA2,7270
a0063000008tSHaAAM,7276
a0063000008tSHbAAM,7288
a0063000008tSHcAAM,7293
a0063000008tSHdAAM,7297
a0063000008tSHeAAM,7299
a0063000008tSHfAAM,7302
a0063000008tSHgAAM,7307
a0063000008tSHhAAM,7311
a0063000008tSHiAAM,7312
a0063000008tSHjAAM,7317
a0063000008tSHkAAM,7323
a0063000008tSHlAAM,7328
a0063000008tSHmAAM,7331
a0063000008tSHnAAM,7334
a0063000008tSHoAAM,7337
a0063000008tSHpAAM,7347
a0063000008tSHqAAM,7348
a0063000008tSHrAAM,7354
a0063000008tSHsAAM,7357
a0063000008tSHtAAM,7361
a0063000008tSHuAAM,7365
a0063000008tSHvAAM,7381
a0063000008tSHwAAM,7388
a0063000008tSHxAAM,7389
a0063000008tSHyAAM,7395
a0063000008tSHzAAM,7396
a0063000008tSI0AAM,7404
a0063000008tSI1AAM,7407
a0063000008tSI2AAM,7413
a0063000008tSI3AAM,7414
a0063000008tSI4AAM,7415
a0063000008tSI5AAM,7416
a0063000008tSI6AAM,7421
a0063000008tSI7AAM,7428
a0063000008tSI8AAM,7430
a0063000008tSI9AAM,7431
a0063000008tSIAAA2,7432
a0063000008tSIBAA2,7433
a0063000008tSICAA2,7435
a0063000008tSIDAA2,7437
a0063000008tSIEAA2,7443
a0063000008tSIFAA2,7455
a0063000008tSIGAA2,7459
a0063000008tSIHAA2,7461
a0063000008tSIIAA2,7468
a0063000008tSIJAA2,7473
a0063000008tSIKAA2,7474
a0063000008tSILAA2,7476
a0063000008tSIMAA2,7484
a0063000008tSINAA2,7494
a0063000008tSIOAA2,7495
a0063000008tSIPAA2,7498
a0063000008tSIQAA2,7501
a0063000008tSIRAA2,7514
a0063000008tSISAA2,7520
a0063000008tSITAA2,7521
a0063000008tSIUAA2,7525
a0063000008tSIVAA2,7530
a0063000008tSIWAA2,7532
a0063000008tSIXAA2,7539
a0063000008tSIYAA2,7540
a0063000008tSIZAA2,7552
a0063000008tSIaAAM,7560
a0063000008tSIbAAM,7566
a0063000008tSIcAAM,7569
a0063000008tSIdAAM,7572
a0063000008tSIeAAM,7574
a0063000008tSIfAAM,7576
a0063000008tSIgAAM,7581
a0063000008tSIhAAM,7585
a0063000008tSIiAAM,7592
a0063000008tSIjAAM,7595
a0063000008tSIkAAM,7602
a0063000008tSIlAAM,7603
a0063000008tSImAAM,7606
a0063000008tSInAAM,7613
a0063000008tSIoAAM,7620
a0063000008tSIpAAM,7623
a0063000008tSIqAAM,7628
a0063000008tSIrAAM,7633
a0063000008tSIsAAM,7634
a0063000008tSItAAM,7636
a0063000008tSIuAAM,7639
a0063000008tSIvAAM,7641
a0063000008tSIwAAM,7643
a0063000008tSIxAAM,7644
a0063000008tSIyAAM,7652
a0063000008tSIzAAM,7658
a0063000008tSJ0AAM,7659
a0063000008tSJ1AAM,7661
a0063000008tSJ2AAM,7663
a0063000008tSJ3AAM,7675
a0063000008tSJ4AAM,7681
a0063000008tSJ5AAM,7686
a0063000008tSJ6AAM,7687
a0063000008tSJ7AAM,7700
a0063000008tSJ8AAM,7701
a0063000008tSJ9AAM,7705
a0063000008tSJAAA2,7706
a0063000008tSJBAA2,7707
a0063000008tSJCAA2,7720
a0063000008tSJDAA2,7735
a0063000008tSJEAA2,7739
a0063000008tSJFAA2,7743
a0063000008tSJGAA2,7749
a0063000008tSJHAA2,7754
a0063000008tSJIAA2,7757
a0063000008tSJJAA2,7762
a0063000008tSJKAA2,7766
a0063000008tSJLAA2,7767
a0063000008tSJMAA2,7771
a0063000008tSJNAA2,7772
a0063000008tSJOAA2,7773
a0063000008tSJPAA2,7776
a0063000008tSJQAA2,7779
a0063000008tSJRAA2,7783
a0063000008tSJSAA2,7786
a0063000008tSJTAA2,7791
a0063000008tSJUAA2,7792
a0063000008tSJVAA2,7795
a0063000008tSJWAA2,7797
a0063000008tSJXAA2,7799
a0063000008tSJYAA2,7809
a0063000008tSJZAA2,7814
a0063000008tSJaAAM,7818
a0063000008tSJbAAM,7826
a0063000008tSJcAAM,7831
a0063000008tSJdAAM,7833
a0063000008tSJeAAM,7839
a0063000008tSJfAAM,7842
a0063000008tSJgAAM,7858
a0063000008tSJhAAM,7859
a0063000008tSJiAAM,7860
a0063000008tSJjAAM,7869
a0063000008tSJkAAM,7870
a0063000008tSJlAAM,7871
a0063000008tSJmAAM,7874
a0063000008tSJnAAM,7878
a0063000008tSJoAAM,7880
a0063000008tSJpAAM,7895
a0063000008tSJqAAM,7899
a0063000008tSJrAAM,7906
a0063000008tSJsAAM,7911
a0063000008tSJtAAM,7915
a0063000008tSJuAAM,7917
a0063000008tSJvAAM,7919
a0063000008tSJwAAM,7925
a0063000008tSJxAAM,7934
a0063000008tSJyAAM,7942
a0063000008tSJzAAM,7944
a0063000008tSK0AAM,7947
a0063000008tSK1AAM,7948
a0063000008tSK2AAM,7950
a0063000008tSK3AAM,7953
a0063000008tSK4AAM,7962
a0063000008tSK5AAM,7965
a0063000008tSK6AAM,7969
a0063000008tSK7AAM,7970
a0063000008tSK8AAM,7972
a0063000008tSK9AAM,7976
a0063000008tSKAAA2,7978
a0063000008tSKBAA2,7981
a0063000008tSKCAA2,7984
a0063000008tSKDAA2,7986
a0063000008tSKEAA2,7987
a0063000008tSKFAA2,7991
a0063000008tSKGAA2,7996
a0063000008tSKHAA2,8000
a0063000008tSKIAA2,8006
a0063000008tSKJAA2,8009
a0063000008tSKKAA2,8015
a0063000008tSKLAA2,8016
a0063000008tSKMAA2,8019
a0063000008tSKNAA2,8021
a0063000008tSKOAA2,8029
a0063000008tSKPAA2,8039
a0063000008tSKQAA2,8045
a0063000008tSKRAA2,8048
a0063000008tSKSAA2,8050
a0063000008tSKTAA2,8055
a0063000008tSKUAA2,8071
a0063000008tSKVAA2,8074
a0063000008tSKWAA2,8080
a0063000008tSKXAA2,8086
a0063000008tSKYAA2,8095
a0063000008tSKZAA2,8100
a0063000008tSKaAAM,8104
a0063000008tSKbAAM,8105
a0063000008tSKcAAM,8108
a0063000008tSKdAAM,8110
a0063000008tSKeAAM,8117
a0063000008tSKfAAM,8119
a0063000008tSKgAAM,8124
a0063000008tSKhAAM,8131
a0063000008tSKiAAM,8142
a0063000008tSKjAAM,8143
a0063000008tSKkAAM,8144
a0063000008tSKlAAM,8146
a0063000008tSKmAAM,8150
a0063000008tSKnAAM,8163
a0063000008tSKoAAM,8165
a0063000008tSKpAAM,8166
a0063000008tSKqAAM,8167
a0063000008tSKrAAM,8170
a0063000008tSKsAAM,8177
a0063000008tSKtAAM,8182
a0063000008tSKuAAM,8183
a0063000008tSKvAAM,8184
a0063000008tSKwAAM,8202
a0063000008tSKxAAM,8203
a0063000008tSKyAAM,8204
a0063000008tSKzAAM,8206
a0063000008tSL0AAM,8213
a0063000008tSL1AAM,8216
a0063000008tSL2AAM,8220
a0063000008tSL3AAM,8222
a0063000008tSL4AAM,8223
a0063000008tSL5AAM,8226
a0063000008tSL6AAM,8236
a0063000008tSL7AAM,8237
a0063000008tSL8AAM,8243
a0063000008tSL9AAM,8253
a0063000008tSLAAA2,8254
a0063000008tSLBAA2,8258
a0063000008tSLCAA2,8264
a0063000008tSLDAA2,8269
a0063000008tSLEAA2,8272
a0063000008tSLFAA2,8274
a0063000008tSLGAA2,8276
a0063000008tSLHAA2,8288
a0063000008tSLIAA2,8290
a0063000008tSLJAA2,8291
a0063000008tSLKAA2,8294
a0063000008tSLLAA2,8295
a0063000008tSLMAA2,8296
a0063000008tSLNAA2,8301
a0063000008tSLOAA2,8304
a0063000008tSLPAA2,8306
a0063000008tSLQAA2,8315
a0063000008tSLRAA2,8319
a0063000008tSLSAA2,8326
a0063000008tSLTAA2,8347
a0063000008tSLUAA2,8356
a0063000008tSLVAA2,8361
a0063000008tSLWAA2,8362
a0063000008tSLXAA2,8364
a0063000008tSLYAA2,8367
a0063000008tSLZAA2,8375
a0063000008tSLaAAM,8377
a0063000008tSLbAAM,8378
a0063000008tSLcAAM,8379
a0063000008tSLdAAM,8387
a0063000008tSLeAAM,8390
a0063000008tSLfAAM,8392
a0063000008tSLgAAM,8393
a0063000008tSLhAAM,8397
a0063000008tSLiAAM,8412
a0063000008tSLjAAM,8418
a0063000008tSLkAAM,8420
a0063000008tSLlAAM,8422
a0063000008tSLmAAM,8425
a0063000008tSLnAAM,8429
a0063000008tSLoAAM,8431
a0063000008tSLpAAM,8436
a0063000008tSLqAAM,8445
a0063000008tSLrAAM,8450
a0063000008tSLsAAM,8453
a0063000008tSLtAAM,8459
a0063000008tSLuAAM,8466
a0063000008tSLvAAM,8472
a0063000008tSLwAAM,8474
a0063000008tSLxAAM,8475
a0063000008tSLyAAM,8477
a0063000008tSLzAAM,8481
a0063000008tSM0AAM,8486
a0063000008tSM1AAM,8487
a0063000008tSM2AAM,8488
a0063000008tSM3AAM,8494
a0063000008tSM4AAM,8495
a0063000008tSM5AAM,8507
a0063000008tSM6AAM,8517
a0063000008tSM7AAM,8520
a0063000008tSM8AAM,8521
a0063000008tSM9AAM,8529
a0063000008tSMAAA2,8535
a0063000008tSMBAA2,8538
a0063000008tSMCAA2,8539
a0063000008tSMDAA2,8542
a0063000008tSMEAA2,8545
a0063000008tSMFAA2,8553
a0063000008tSMGAA2,8558
a0063000008tSMHAA2,8560
a0063000008tSMIAA2,8562
a0063000008tSMJAA2,8566
a0063000008tSMKAA2,8568
a0063000008tSMLAA2,8574
a0063000008tSMMAA2,8591
a0063000008tSMNAA2,8593
a0063000008tSMOAA2,8598
a0063000008tSMPAA2,8602
a0063000008tSMQAA2,8604
a0063000008tSMRAA2,8608
a0063000008tSMSAA2,8610
a0063000008tSMTAA2,8616
a0063000008tSMUAA2,8618
a0063000008tSMVAA2,8619
a0063000008tSMWAA2,8631
a0063000008tSMXAA2,8634
a0063000008tSMYAA2,8639
a0063000008tSMZAA2,8643
a0063000008tSMaAAM,8646
a0063000008tSMbAAM,8649
a0063000008tSMcAAM,8653
a0063000008tSMdAAM,8663
a0063000008tSMeAAM,8673
a0063000008tSMfAAM,8675
a0063000008tSMgAAM,8678
a0063000008tSMhAAM,8689
a0063000008tSMiAAM,8690
a0063000008tSMjAAM,8697
a0063000008tSMkAAM,8703
a0063000008tSMlAAM,8704
a0063000008tSMmAAM,8710
a0063000008tSMnAAM,8714
a0063000008tSMoAAM,8715
a0063000008tSMpAAM,8717
a0063000008tSMqAAM,8718
a0063000008tSMrAAM,8721
a0063000008tSMsAAM,8723
a0063000008tSMtAAM,8724
a0063000008tSMuAAM,8727
a0063000008tSMvAAM,8737
a0063000008tSMwAAM,8740
a0063000008tSMxAAM,8742
a0063000008tSMyAAM,8745
a0063000008tSMzAAM,8752
a0063000008tSN0AAM,8753
a0063000008tSN1AAM,8754
a0063000008tSN2AAM,8757
a0063000008tSN3AAM,8767
a0063000008tSN4AAM,8770
a0063000008tSN5AAM,8772
a0063000008tSN6AAM,8785
a0063000008tSN7AAM,8788
a0063000008tSN8AAM,8790
a0063000008tSN9AAM,8791
a0063000008tSNAAA2,8794
a0063000008tSNBAA2,8798
a0063000008tSNCAA2,8808
a0063000008tSNDAA2,8830
a0063000008tSNEAA2,8834
a0063000008tSNFAA2,8837
a0063000008tSNGAA2,8841
a0063000008tSNHAA2,8843
a0063000008tSNIAA2,8844
a0063000008tSNJAA2,8848
a0063000008tSNKAA2,8853
a0063000008tSNLAA2,8855
a0063000008tSNMAA2,8859
a0063000008tSNNAA2,8866
a0063000008tSNOAA2,8868
a0063000008tSNPAA2,8873
a0063000008tSNQAA2,8878
a0063000008tSNRAA2,8887
a0063000008tSNSAA2,8888
a0063000008tSNTAA2,8893
a0063000008tSNUAA2,8894
a0063000008tSNVAA2,8898
a0063000008tSNWAA2,8905
a0063000008tSNXAA2,8909
a0063000008tSNYAA2,8910
a0063000008tSNZAA2,8928
a0063000008tSNaAAM,8929
a0063000008tSNbAAM,8933
a0063000008tSNcAAM,8940
a0063000008tSNdAAM,8941
a0063000008tSNeAAM,8944
a0063000008tSNfAAM,8951
a0063000008tSNgAAM,8960
a0063000008tSNhAAM,8963
a0063000008tSNiAAM,8964
a0063000008tSNjAAM,8970
a0063000008tSNkAAM,8971
a0063000008tSNlAAM,8977
a0063000008tSNmAAM,8981
a0063000008tSNnAAM,8983
a0063000008tSNoAAM,8988
a0063000008tSNpAAM,8999
a0063000008tSNqAAM,9002
a0063000008tSNrAAM,9004
a0063000008tSNsAAM,9009
a0063000008tSNtAAM,9012
a0063000008tSNuAAM,9015
a0063000008tSNvAAM,9030
a0063000008tSNwAAM,9034
a0063000008tSNxAAM,9040
a0063000008tSNyAAM,9041
a0063000008tSNzAAM,9046
a0063000008tSO0AAM,9047
a0063000008tSO1AAM,9054
a0063000008tSO2AAM,9055
a0063000008tSO3AAM,9056
a0063000008tSO4AAM,9057
a0063000008tSO5AAM,9058
a0063000008tSO6AAM,9059
a0063000008tSO7AAM,9062
a0063000008tSO8AAM,9063
a0063000008tSO9AAM,9066
a0063000008tSOAAA2,9067
a0063000008tSOBAA2,9068
a0063000008tSOCAA2,9084
a0063000008tSODAA2,9096
a0063000008tSOEAA2,9098
a0063000008tSOFAA2,9102
a0063000008tSOGAA2,9107
a0063000008tSOHAA2,9109
a0063000008tSOIAA2,9111
a0063000008tSOJAA2,9120
a0063000008tSOKAA2,9121
a0063000008tSOLAA2,9122
a0063000008tSOMAA2,9125
a0063000008tSONAA2,9126
a0063000008tSOOAA2,9130
a0063000008tSOPAA2,9133
a0063000008tSOQAA2,9147
a0063000008tSORAA2,9151
a0063000008tSOSAA2,9153
a0063000008tSOTAA2,9154
a0063000008tSOUAA2,9160
a0063000008tSOVAA2,9165
a0063000008tSOWAA2,9182
a0063000008tSOXAA2,9185
a0063000008tSOYAA2,9189
a0063000008tSOZAA2,9205
a0063000008tSOaAAM,9208
a0063000008tSObAAM,9209
a0063000008tSOcAAM,9210
a0063000008tSOdAAM,9211
a0063000008tSOeAAM,9216
a0063000008tSOfAAM,9224
a0063000008tSOgAAM,9226
a0063000008tSOhAAM,9237
a0063000008tSOiAAM,9239
a0063000008tSOjAAM,9243
a0063000008tSOkAAM,9256
a0063000008tSOlAAM,9260
a0063000008tSOmAAM,9263
a0063000008tSOnAAM,9264
a0063000008tSOoAAM,9270
a0063000008tSOpAAM,9271
a0063000008tSOqAAM,9272
a0063000008tSOrAAM,9275
a0063000008tSOsAAM,9278
a0063000008tSOtAAM,9279
a0063000008tSOuAAM,9286
a0063000008tSOvAAM,9297
a0063000008tSOwAAM,9299
a0063000008tSOxAAM,9308
a0063000008tSOyAAM,9309
a0063000008tSOzAAM,9327
a0063000008tSP0AAM,9328
a0063000008tSP1AAM,9332
a0063000008tSP2AAM,9343
a0063000008tSP3AAM,9346
a0063000008tSP4AAM,9348
a0063000008tSP5AAM,9349
a0063000008tSP6AAM,9356
a0063000008tSP7AAM,9357
a0063000008tSP8AAM,9359
a0063000008tSP9AAM,9367
a0063000008tSPAAA2,9376
a0063000008tSPBAA2,9378
a0063000008tSPCAA2,9384
a0063000008tSPDAA2,9385
a0063000008tSPEAA2,9387
a0063000008tSPFAA2,9388
a0063000008tSPGAA2,9389
a0063000008tSPHAA2,9392
a0063000008tSPIAA2,9397
a0063000008tSPJAA2,9411
a0063000008tSPKAA2,9412
a0063000008tSPLAA2,9413
a0063000008tSPMAA2,9414
a0063000008tSPNAA2,9419
a0063000008tSPOAA2,9420
a0063000008tSPPAA2,9425
a0063000008tSPQAA2,9434
a0063000008tSPRAA2,9445
a0063000008tSPSAA2,9447
a0063000008tSPTAA2,9452
a0063000008tSPUAA2,9453
a0063000008tSPVAA2,9456
a0063000008tSPWAA2,9457
a0063000008tSPXAA2,9459
a0063000008tSPYAA2,9466
a0063000008tSPZAA2,9471
a0063000008tSPaAAM,9472
a0063000008tSPbAAM,9474
a0063000008tSPcAAM,9475
a0063000008tSPdAAM,9485
a0063000008tSPeAAM,9489
a0063000008tSPfAAM,9490
a0063000008tSPgAAM,9494
a0063000008tSPhAAM,9502
a0063000008tSPiAAM,9503
a0063000008tSPjAAM,9515
a0063000008tSPkAAM,9517
a0063000008tSPlAAM,9521
a0063000008tSPmAAM,9524
a0063000008tSPnAAM,9538
a0063000008tSPoAAM,9544
a0063000008tSPpAAM,9550
a0063000008tSPqAAM,9551
a0063000008tSPrAAM,9554
a0063000008tSPsAAM,9555
a0063000008tSPtAAM,9560
a0063000008tSPuAAM,9563
a0063000008tSPvAAM,9570
a0063000008tSPwAAM,9574
a0063000008tSPxAAM,9586
a0063000008tSPyAAM,9587
a0063000008tSPzAAM,9589
a0063000008tSQ0AAM,9594
a0063000008tSQ1AAM,9598
a0063000008tSQ2AAM,9600
a0063000008tSQ3AAM,9602
a0063000008tSQ4AAM,9609
a0063000008tSQ5AAM,9611
a0063000008tSQ6AAM,9614
a0063000008tSQ7AAM,9619
a0063000008tSQ8AAM,9625
a0063000008tSQ9AAM,9626
a0063000008tSQAAA2,9631
a0063000008tSQBAA2,9633
a0063000008tSQCAA2,9641
a0063000008tSQDAA2,9649
a0063000008tSQEAA2,9651
a0063000008tSQFAA2,9655
a0063000008tSQGAA2,9665
a0063000008tSQHAA2,9673
a0063000008tSQIAA2,9674
a0063000008tSQJAA2,9678
a0063000008tSQKAA2,9683
a0063000008tSQLAA2,9685
a0063000008tSQMAA2,9688
a0063000008tSQNAA2,9693
a0063000008tSQOAA2,9697
a0063000008tSQPAA2,9703
a0063000008tSQQAA2,9709
a0063000008tSQRAA2,9710
a0063000008tSQSAA2,9715
a0063000008tSQTAA2,9716
a0063000008tSQUAA2,9728
a0063000008tSQVAA2,9733
a0063000008tSQWAA2,9737
a0063000008tSQXAA2,9738
a0063000008tSQYAA2,9739
a0063000008tSQZAA2,9748
a0063000008tSQaAAM,9753
a0063000008tSQbAAM,9755
a0063000008tSQcAAM,9758
a0063000008tSQdAAM,9759
a0063000008tSQeAAM,9764
a0063000008tSQfAAM,9766
a0063000008tSQgAAM,9773
a0063000008tSQhAAM,9775
a0063000008tSQiAAM,9779
a0063000008tSQjAAM,9786
a0063000008tSQkAAM,9787
a0063000008tSQlAAM,9790
a0063000008tSQmAAM,9794
a0063000008tSQnAAM,9798
a0063000008tSQoAAM,9808
a0063000008tSQpAAM,9810
a0063000008tSQqAAM,9822
a0063000008tSQrAAM,9827
a0063000008tSQsAAM,9830
a0063000008tSQtAAM,9836
a0063000008tSQuAAM,9838
a0063000008tSQvAAM,9844
a0063000008tSQwAAM,9846
a0063000008tSQxAAM,9853
a0063000008tSQyAAM,9855
a0063000008tSQzAAM,9857
a0063000008tSR0AAM,9862
a0063000008tSR1AAM,9865
a0063000008tSR2AAM,9869
a0063000008tSR3AAM,9870
a0063000008tSR4AAM,9876
a0063000008tSR5AAM,9882
a0063000008tSR6AAM,9887
a0063000008tSR7AAM,9894
a0063000008tSR8AAM,9896
a0063000008tSR9AAM,9898
a0063000008tSRAAA2,9901
a0063000008tSRBAA2,9903
a0063000008tSRCAA2,9905
a0063000008tSRDAA2,9912
a0063000008tSREAA2,9926
a0063000008tSRFAA2,9927
a0063000008tSRGAA2,9941
a0063000008tSRHAA2,9947
a0063000008tSRIAA2,9949
a0063000008tSRJAA2,9956
a0063000008tSRKAA2,9964
a0063000008tSRLAA2,9966
a0063000008tSRMAA2,9971
a0063000008tSRNAA2,9972
a0063000008tSROAA2,9974
a0063000008tSRPAA2,9983
a0063000008tSRQAA2,9984
a0063000008tSRRAA2,9985
a0063000008tSRSAA2,9993
a0063000008tSRTAA2,10004
a0063000008tSRUAA2,10005
a0063000008tSRVAA2,10009
a0063000008tSRWAA2,10015
a0063000008tSRXAA2,10019
a0063000008tSRYAA2,10022
a0063000008tSRZAA2,10025
a0063000008tSRaAAM,10028
a0063000008tSRbAAM,10031
a0063000008tSRcAAM,10034
a0063000008tSRdAAM,10041
a0063000008tSReAAM,10043
a0063000008tSRfAAM,10045
a0063000008tSRgAAM,10049
a0063000008tSRhAAM,10053
a0063000008tSRiAAM,10061
a0063000008tSRjAAM,10062
a0063000008tSRkAAM,10064
a0063000008tSRlAAM,10071
a0063000008tSRmAAM,10073
a0063000008tSRnAAM,10077
a0063000008tSRoAAM,10085
a0063000008tSRpAAM,10091
a0063000008tSRqAAM,10093
a0063000008tSRrAAM,10095
a0063000008tSRsAAM,10103
a0063000008tSRtAAM,10109
a0063000008tSRuAAM,10113
a0063000008tSRvAAM,10116
a0063000008tSRwAAM,10122
a0063000008tSRxAAM,10132
a0063000008tSRyAAM,10133
a0063000008tSRzAAM,10140
a0063000008tSS0AAM,10142
a0063000008tSS1AAM,10143
a0063000008tSS2AAM,10146
a0063000008tSS3AAM,10157
a0063000008tSS4AAM,10161
a0063000008tSS5AAM,10163
a0063000008tSS6AAM,10175
a0063000008tSS7AAM,10181
a0063000008tSS8AAM,10187
a0063000008tSS9AAM,10196
a0063000008tSSAAA2,10200
a0063000008tSSBAA2,10204
a0063000008tSSCAA2,10205
a0063000008tSSDAA2,10206
a0063000008tSSEAA2,10212
a0063000008tSSFAA2,10215
a0063000008tSSGAA2,10218
a0063000008tSSHAA2,10219
a0063000008tSSIAA2,10225
a0063000008tSSJAA2,10230
a0063000008tSSKAA2,10231
a0063000008tSSLAA2,10242
a0063000008tSSMAA2,10247
a0063000008tSSNAA2,10251
a0063000008tSSOAA2,10256
a0063000008tSSPAA2,10270
a0063000008tSSQAA2,10284
a0063000008tSSRAA2,10287
a0063000008tSSSAA2,10292
a0063000008tSSTAA2,10295
a0063000008tSSUAA2,10297
a0063000008tSSVAA2,10300
a0063000008tSSWAA2,10303
a0063000008tSSXAA2,10309
a0063000008tSSYAA2,10311
a0063000008tSSZAA2,10314
a0063000008tSSaAAM,10317
a0063000008tSSbAAM,10318
a0063000008tSScAAM,10324
a0063000008tSSdAAM,10327
a0063000008tSSeAAM,10328
a0063000008tSSfAAM,10329
a0063000008tSSgAAM,10332
a0063000008tSShAAM,10338
a0063000008tSSiAAM,10339
a0063000008tSSjAAM,10343
a0063000008tSSkAAM,10354
a0063000008tSSlAAM,10363
a0063000008tSSmAAM,10365
a0063000008tSSnAAM,10366
a0063000008tSSoAAM,10367
a0063000008tSSpAAM,10372
a0063000008tSSqAAM,10378
a0063000008tSSrAAM,10379
a0063000008tSSsAAM,10383
a0063000008tSStAAM,10388
a0063000008tSSuAAM,10399
a0063000008tSSvAAM,10404
a0063000008tSSwAAM,10405
a0063000008tSSxAAM,10406
a0063000008tSSyAAM,10412
a0063000008tSSzAAM,10415
a0063000008tST0AAM,10424
a0063000008tST1AAM,10427
a0063000008tST2AAM,10433
a0063000008tST3AAM,10436
a0063000008tST4AAM,10440
a0063000008tST5AAM,10442
a0063000008tST6AAM,10443
a0063000008tST7AAM,10450
a0063000008tST8AAM,10458
a0063000008tST9AAM,10459
a0063000008tSTAAA2,10463
a0063000008tSTBAA2,10464
a0063000008tSTCAA2,10470
a0063000008tSTDAA2,10472
a0063000008tSTEAA2,10474
a0063000008tSTFAA2,10477
a0063000008tSTGAA2,10482
a0063000008tSTHAA2,10486
a0063000008tSTIAA2,10488
a0063000008tSTJAA2,10494
a0063000008tSTKAA2,10497
a0063000008tSTLAA2,10503
a0063000008tSTMAA2,10508
a0063000008tSTNAA2,10520
a0063000008tSTOAA2,10523
a0063000008tSTPAA2,10524
a0063000008tSTQAA2,10525
a0063000008tSTRAA2,10529
a0063000008tSTSAA2,10530
a0063000008tSTTAA2,10534
a0063000008tSTUAA2,10544
a0063000008tSTVAA2,10547
