Id,External_Id__c,AccountSource,Industry,Rating,Type,AnnualRevenue,Credit_Score__c,Days_Since_Last_Purchase__c,Transactions__c,NumberOfEmployees,Name
001630000144iJAAAY,226,Partner Referral,Construction,Primer,Customer - Channel,50383.84,88,183,16,677,Partner Referral-00000-226
001630000144iJBAAY,227,Purchased List,Telecommunications,Primer,Customer - Channel,53262.22,473.03,241.5,13,391,Purchased List-00000-227
001630000144iJCAAY,228,Purchased List,Finance,Cold,Other,52660.63,214.89,291,19,71,Purchased List-00000-228
001630000144iJDAAY,229,Phone Inquiry,Agriculture,Warm,Customer - Channel,16590.42,194.51,291,20,435,Phone Inquiry-00000-229
001630000144iJEAAY,230,Partner Referral,Finance,Unrated,Prospect,27492.69,116.34,66,23,428,Partner Referral-00000-230
001630000144iJFAAY,231,Partner Referral,Finance,Warm,Customer - Channel,33790.35,319.15,309,15,513,Partner Referral-00000-231
001630000144iJGAAY,232,Purchased List,Finance,Unrated,Customer - Direct,35312.75,131.86,309,16,551,Purchased List-00000-232
001630000144iJHAAY,233,Web,Telecommunications,Primer,Installation Partner,30929.4,179.62,264,19,488,Web-00000-233
001630000144iJIAAY,234,Other,Telecommunications,Warm,Prospect,2534.46,388.7,286.5,12,666,Other-00000-234
001630000144iJJAAY,235,Partner Referral,Telecommunications,Unrated,Customer - Direct,62021.92,12.88,349.5,12,340,Partner Referral-00000-235
001630000144iJKAAY,236,Partner Referral,Machinery,Cold,Customer - Direct,9743.39,193.44,286.5,21,311,Partner Referral-00000-236
001630000144iJLAAY,237,Web,Finance,Warm,Installation Partner,3041.28,101.61,309,21,260,Web-00000-237
001630000144iJMAAY,238,Partner Referral,Construction,Hot,Customer - Direct,36260.24,643.19,124.5,13,419,Partner Referral-00000-238
001630000144iJNAAY,239,Partner Referral,Finance,Unrated,Prospect,50231.06,516.47,228,11,416,Partner Referral-00000-239
001630000144iJOAAY,240,Web,Finance,Warm,Installation Partner,56262.43,484.66,160.5,17,93,Web-00000-240
001630000144iJPAAY,241,Other,Finance,Cold,Customer - Direct,24551.07,476.97,138,17,560,Other-00000-241
001630000144iJQAAY,242,Phone Inquiry,Construction,Cold,Customer - Channel,6224.48,406.33,318,18,180,Phone Inquiry-00000-242
001630000144iJRAAY,243,Partner Referral,Machinery,Cold,Installation Partner,44579.78,415.98,147,20,142,Partner Referral-00000-243
001630000144iJSAAY,244,Web,Machinery,Warm,Installation Partner,57692.12,463.13,286.5,10,201,Web-00000-244
001630000144iJTAAY,245,Phone Inquiry,Telecommunications,Hot,Customer - Channel,6016.22,611.67,57,20,74,Phone Inquiry-00000-245
001630000144iJUAAY,246,Partner Referral,Machinery,Hot,Prospect,58956,137.69,133.5,13,756,Partner Referral-00000-246
001630000144iJVAAY,247,Phone Inquiry,Machinery,Unrated,Other,46870.73,290.69,205.5,20,290,Phone Inquiry-00000-247
001630000144iJWAAY,248,Partner Referral,Machinery,Cold,Customer - Channel,74885.63,197.25,129,18,211,Partner Referral-00000-248
001630000144iJXAAY,249,Partner Referral,Agriculture,Unrated,Customer - Direct,72118.81,361.5,183,13,391,Partner Referral-00000-249
001630000144iJYAAY,250,Web,Construction,Primer,Other,75829.45,411.05,214.5,12,43,Web-00000-250
001630000144iJZAAY,251,Purchased List,Telecommunications,Primer,Other,13546.99,139.36,66,21,629,Purchased List-00000-251
001630000144iJaAAI,252,Phone Inquiry,Agriculture,Warm,Installation Partner,58324.65,403.95,192,14,471,Phone Inquiry-00000-252
001630000144iJbAAI,253,Web,Agriculture,Unrated,Other,21258.65,661.23,201,16,134,Web-00000-253
001630000144iJcAAI,254,Phone Inquiry,Finance,Unrated,Installation Partner,71367.97,72.76,246,14,453,Phone Inquiry-00000-254
001630000144iJdAAI,255,Web,Telecommunications,Cold,Other,60437.5,302.75,255,11,510,Web-00000-255
001630000144iJeAAI,256,Web,Machinery,Cold,Installation Partner,53648.11,585.85,88.5,16,92,Web-00000-256
001630000144iJfAAI,257,Web,Agriculture,Hot,Installation Partner,23117.54,539.76,331.5,13,179,Web-00000-257
001630000144iJgAAI,258,Web,Telecommunications,Hot,Other,44331.94,570.91,75,18,122,Web-00000-258
001630000144iJhAAI,259,Purchased List,Machinery,Warm,Other,46947.97,218.92,241.5,19,407,Purchased List-00000-259
001630000144iJiAAI,260,Purchased List,Agriculture,Unrated,Installation Partner,65263.48,262.66,309,13,260,Purchased List-00000-260
001630000144iJjAAI,261,Other,Agriculture,Hot,Other,44204.33,534.29,111,14,526,Other-00000-261
001630000144iJkAAI,262,Phone Inquiry,Construction,Primer,Customer - Direct,43679.3,67.84,43.5,18,715,Phone Inquiry-00000-262
001630000144iJlAAI,263,Partner Referral,Telecommunications,Hot,Installation Partner,33446,313.86,129,19,615,Partner Referral-00000-263
001630000144iJmAAI,264,Purchased List,Telecommunications,Cold,Other,72285.23,450.32,79.5,14,333,Purchased List-00000-264
001630000144iJnAAI,265,Web,Construction,Cold,Installation Partner,18969.12,136.53,237,10,865,Web-00000-265
001630000144iJoAAI,266,Partner Referral,Finance,Primer,Other,44910.01,288.67,300,18,101,Partner Referral-00000-266
001630000144iJpAAI,267,Web,Machinery,Cold,Installation Partner,2256.73,41.62,282,19,576,Web-00000-267
001630000144iJqAAI,268,Phone Inquiry,Agriculture,Cold,Customer - Channel,23839.18,78.29,241.5,18,684,Phone Inquiry-00000-268
001630000144iJrAAI,269,Phone Inquiry,Agriculture,Unrated,Other,35655.13,445.25,201,17,459,Phone Inquiry-00000-269
001630000144iJsAAI,270,Phone Inquiry,Construction,Hot,Prospect,9783.69,426.77,336,11,518,Phone Inquiry-00000-270
001630000144iJtAAI,271,Web,Machinery,Warm,Other,29570.44,336.48,327,17,274,Web-00000-271
001630000144iJuAAI,272,Purchased List,Construction,Hot,Customer - Direct,56646.35,83.41,300,17,349,Purchased List-00000-272
001630000144iJvAAI,273,Purchased List,Telecommunications,Hot,Prospect,41859.5,42.09,291,19,369,Purchased List-00000-273
001630000144iJwAAI,274,Partner Referral,Finance,Unrated,Installation Partner,4754.95,104.98,385.5,13,569,Partner Referral-00000-274
001630000144iJxAAI,275,Purchased List,Machinery,Hot,Prospect,7020.38,594.3,178.5,18,318,Purchased List-00000-275
001630000144iJyAAI,276,Purchased List,Telecommunications,Cold,Installation Partner,65647.96,370.82,250.5,13,316,Purchased List-00000-276
001630000144iJzAAI,277,Partner Referral,Construction,Warm,Customer - Direct,52825.03,173.46,277.5,10,629,Partner Referral-00000-277
001630000144iK0AAI,278,Web,Finance,Unrated,Other,60365.7,530.28,165,15,36,Web-00000-278
001630000144iK1AAI,279,Purchased List,Telecommunications,Cold,Customer - Direct,73605.33,285.31,205.5,15,282,Purchased List-00000-279
001630000144iK2AAI,280,Phone Inquiry,Agriculture,Primer,Customer - Direct,53634.8,457.59,286.5,14,10,Phone Inquiry-00000-280
001630000144iK3AAI,281,Phone Inquiry,Telecommunications,Unrated,Customer - Channel,49378.76,97.77,318,18,247,Phone Inquiry-00000-281
001630000144iK4AAI,282,Phone Inquiry,Telecommunications,Cold,Customer - Direct,30334.61,167.92,381,10,531,Phone Inquiry-00000-282
001630000144iK5AAI,283,Other,Machinery,Unrated,Prospect,20011.97,403.51,295.5,15,506,Other-00000-283
001630000144iK6AAI,284,Web,Construction,Hot,Other,15963.05,527.7,250.5,18,193,Web-00000-284
001630000144iK7AAI,285,Phone Inquiry,Finance,Primer,Customer - Channel,69361.35,16.08,349.5,12,147,Phone Inquiry-00000-285
001630000144iK8AAI,286,Partner Referral,Finance,Cold,Other,15198.72,391.06,255,18,445,Partner Referral-00000-286
001630000144iK9AAI,287,Phone Inquiry,Machinery,Cold,Customer - Direct,75875.65,257.08,79.5,11,583,Phone Inquiry-00000-287
001630000144iKAAAY,288,Purchased List,Telecommunications,Hot,Installation Partner,48838.23,463.08,138,15,535,Purchased List-00000-288
001630000144iKBAAY,289,Partner Referral,Telecommunications,Hot,Installation Partner,28509.22,368.74,381,13,297,Partner Referral-00000-289
001630000144iKCAAY,290,Web,Finance,Cold,Customer - Direct,14461.04,292.59,156,23,72,Web-00000-290
001630000144iKDAAY,291,Web,Construction,Cold,Prospect,63370.39,291.85,129,20,186,Web-00000-291
001630000144iKEAAY,292,Phone Inquiry,Construction,Primer,Customer - Direct,28556.64,120.98,223.5,23,95,Phone Inquiry-00000-292
001630000144iKFAAY,293,Other,Finance,Cold,Customer - Direct,73439.26,328.23,34.5,18,118,Other-00000-293
001630000144iKGAAY,294,Web,Agriculture,Cold,Customer - Channel,54353.55,82.43,241.5,19,359,Web-00000-294
001630000144iKHAAY,295,Partner Referral,Machinery,Primer,Customer - Direct,47687.64,404.33,214.5,17,425,Partner Referral-00000-295
001630000144iKIAAY,296,Web,Telecommunications,Warm,Customer - Channel,58466.84,464.43,232.5,13,319,Web-00000-296
001630000144iKJAAY,297,Phone Inquiry,Agriculture,Unrated,Installation Partner,41905.26,610.8,192,15,94,Phone Inquiry-00000-297
001630000144iKKAAY,298,Phone Inquiry,Telecommunications,Unrated,Prospect,67017.36,218.95,88.5,16,551,Phone Inquiry-00000-298
001630000144iKLAAY,299,Purchased List,Telecommunications,Hot,Prospect,26422.79,443.78,246,20,30,Purchased List-00000-299
001630000144iKMAAY,300,Web,Agriculture,Warm,Customer - Direct,54227.21,427.13,84,15,588,Web-00000-300
001630000144iKNAAY,301,Phone Inquiry,Machinery,Hot,Prospect,47685.11,260.65,390,12,182,Phone Inquiry-00000-301
001630000144iKOAAY,302,Other,Construction,Cold,Other,45031.65,111.3,205.5,17,655,Other-00000-302
001630000144iKPAAY,303,Web,Finance,Hot,Customer - Channel,59414.48,492.82,115.5,12,502,Web-00000-303
001630000144iKQAAY,304,Phone Inquiry,Machinery,Cold,Other,44375.24,204.65,345,13,480,Phone Inquiry-00000-304
001630000144iKRAAY,305,Phone Inquiry,Agriculture,Unrated,Customer - Direct,62571.07,119.55,219,19,224,Phone Inquiry-00000-305
001630000144iKSAAY,306,Partner Referral,Machinery,Hot,Customer - Direct,34927.01,151.85,246,16,669,Partner Referral-00000-306
001630000144iKTAAY,307,Phone Inquiry,Agriculture,Warm,Customer - Channel,50670.22,88.08,282,18,359,Phone Inquiry-00000-307
001630000144iKUAAY,308,Phone Inquiry,Agriculture,Unrated,Installation Partner,73549.41,180.93,138,16,461,Phone Inquiry-00000-308
001630000144iKVAAY,309,Phone Inquiry,Agriculture,Unrated,Prospect,29452.05,500.39,88.5,17,545,Phone Inquiry-00000-309
001630000144iKWAAY,310,Partner Referral,Construction,Unrated,Customer - Channel,61386.87,291.18,142.5,14,625,Partner Referral-00000-310
001630000144iKXAAY,311,Phone Inquiry,Construction,Unrated,Customer - Channel,44679.95,173.8,88.5,17,738,Phone Inquiry-00000-311
001630000144iKYAAY,312,Other,Agriculture,Hot,Other,1481.89,164.97,246,20,569,Other-00000-312
001630000144iKZAAY,313,Partner Referral,Machinery,Unrated,Customer - Direct,81354.03,285.38,169.5,14,286,Partner Referral-00000-313
001630000144iKaAAI,314,Other,Telecommunications,Warm,Prospect,37673.16,146.87,286.5,18,504,Other-00000-314
001630000144iKbAAI,315,Partner Referral,Finance,Primer,Other,52397.82,66.89,88.5,19,618,Partner Referral-00000-315
001630000144iKcAAI,316,Other,Construction,Unrated,Prospect,18341.37,265.23,232.5,21,392,Other-00000-316
001630000144iKdAAI,317,Phone Inquiry,Telecommunications,Primer,Customer - Channel,46861.43,248.86,115.5,21,395,Phone Inquiry-00000-317
001630000144iKeAAI,318,Purchased List,Construction,Warm,Customer - Channel,5434.62,347.73,88.5,20,586,Purchased List-00000-318
001630000144iKfAAI,319,Partner Referral,Finance,Primer,Customer - Direct,22402.49,379.33,286.5,20,145,Partner Referral-00000-319
001630000144iKgAAI,320,Other,Agriculture,Cold,Other,41757.36,402,79.5,13,754,Other-00000-320
001630000144iKhAAI,321,Partner Referral,Machinery,Primer,Customer - Direct,43628.61,600.82,210,12,311,Partner Referral-00000-321
001630000144iKiAAI,322,Web,Construction,Cold,Installation Partner,15242.81,696.14,223.5,12,183,Web-00000-322
001630000144iKjAAI,323,Web,Construction,Cold,Installation Partner,9008.13,19.54,273,18,646,Web-00000-323
001630000144iKkAAI,324,Purchased List,Machinery,Warm,Installation Partner,7881.74,337.85,331.5,19,142,Purchased List-00000-324
001630000144iKlAAI,325,Partner Referral,Telecommunications,Unrated,Prospect,44220.31,453.19,156,19,320,Partner Referral-00000-325
001630000144iKmAAI,326,Purchased List,Telecommunications,Warm,Prospect,35989.18,524.43,160.5,17,416,Purchased List-00000-326
001630000144iKnAAI,327,Partner Referral,Finance,Warm,Installation Partner,73439.03,305.32,174,17,98,Partner Referral-00000-327
001630000144iKoAAI,328,Purchased List,Construction,Unrated,Installation Partner,53021.95,198.03,246,17,501,Purchased List-00000-328
001630000144iKpAAI,329,Other,Agriculture,Warm,Customer - Channel,49793.07,374.87,250.5,15,482,Other-00000-329
001630000144iKqAAI,330,Purchased List,Agriculture,Primer,Customer - Direct,43177.91,336.85,322.5,14,426,Purchased List-00000-330
001630000144iKrAAI,331,Phone Inquiry,Machinery,Cold,Customer - Direct,60339.71,388.37,102,16,494,Phone Inquiry-00000-331
001630000144iKsAAI,332,Phone Inquiry,Agriculture,Primer,Customer - Direct,45763.74,161.14,120,23,171,Phone Inquiry-00000-332
001630000144iKtAAI,333,Purchased List,Machinery,Unrated,Customer - Channel,92361.33,50.12,133.5,14,172,Purchased List-00000-333
001630000144iKuAAI,334,Web,Telecommunications,Cold,Customer - Direct,22084.24,108.06,282,22,18,Web-00000-334
001630000144iKvAAI,335,Purchased List,Telecommunications,Hot,Customer - Direct,15435.46,144.97,327,20,220,Purchased List-00000-335
001630000144iKwAAI,336,Other,Machinery,Cold,Customer - Channel,56749.65,45.85,205.5,11,735,Other-00000-336
001630000144iKxAAI,337,Web,Telecommunications,Unrated,Customer - Channel,15923.57,627,178.5,11,524,Web-00000-337
001630000144iKyAAI,338,Web,Construction,Cold,Installation Partner,34593.78,539,246,17,42,Web-00000-338
001630000144iKzAAI,339,Other,Finance,Warm,Prospect,21053.88,202.35,255,20,432,Other-00000-339
001630000144iL0AAI,340,Web,Finance,Hot,Customer - Channel,26269.41,358.18,84,22,269,Web-00000-340
001630000144iL1AAI,341,Other,Telecommunications,Warm,Customer - Channel,67759.15,300.88,228,14,422,Other-00000-341
001630000144iL2AAI,342,Web,Construction,Warm,Customer - Channel,77145.22,332.91,183,14,270,Web-00000-342
001630000144iL3AAI,343,Phone Inquiry,Agriculture,Warm,Customer - Direct,60631.22,441.7,30,19,165,Phone Inquiry-00000-343
001630000144iL4AAI,344,Partner Referral,Machinery,Hot,Installation Partner,15734.91,289.8,322.5,17,448,Partner Referral-00000-344
001630000144iLDAAY,353,Partner Referral,Machinery,Warm,Customer - Channel,60225.94,221.16,165,19,371,Partner Referral-00000-353
001630000144iLEAAY,354,Other,Construction,Primer,Customer - Channel,40894.16,296.67,151.5,18,623,Other-00000-354
001630000144iLFAAY,355,Purchased List,Telecommunications,Hot,Installation Partner,64356.88,371.19,174,14,467,Purchased List-00000-355
001630000144iLGAAY,356,Partner Referral,Machinery,Primer,Customer - Direct,14874.87,243.23,376.5,17,320,Partner Referral-00000-356
001630000144iLHAAY,357,Phone Inquiry,Machinery,Hot,Customer - Channel,6035.89,113.5,412.5,18,33,Phone Inquiry-00000-357
001630000144iLIAAY,358,Purchased List,Construction,Primer,Customer - Direct,46822.4,532.64,138,18,128,Purchased List-00000-358
001630000144iLJAAY,359,Phone Inquiry,Finance,Warm,Installation Partner,5130.53,544.59,133.5,19,342,Phone Inquiry-00000-359
001630000144iLKAAY,360,Other,Agriculture,Hot,Customer - Channel,50885.13,42.04,34.5,23,221,Other-00000-360
001630000144iLLAAY,361,Other,Construction,Primer,Installation Partner,73415.67,307.51,286.5,11,85,Other-00000-361
001630000144iLMAAY,362,Partner Referral,Telecommunications,Cold,Prospect,18969.36,384.24,232.5,17,601,Partner Referral-00000-362
001630000144iLNAAY,363,Web,Finance,Unrated,Customer - Direct,50802.09,131.87,403.5,12,144,Web-00000-363
001630000144iLOAAY,364,Purchased List,Telecommunications,Primer,Other,57701.5,244.06,214.5,17,444,Purchased List-00000-364
001630000144iLPAAY,365,Purchased List,Finance,Warm,Prospect,40131.89,278.42,169.5,17,636,Purchased List-00000-365
001630000144iLQAAY,366,Purchased List,Telecommunications,Warm,Other,59252.09,229.31,57,18,569,Purchased List-00000-366
001630000144iLRAAY,367,Phone Inquiry,Agriculture,Hot,Installation Partner,43871.83,393.34,196.5,18,377,Phone Inquiry-00000-367
001630000144iLSAAY,368,Other,Finance,Warm,Customer - Channel,87024.45,114.08,246,12,33,Other-00000-368
001630000144iLTAAY,369,Phone Inquiry,Construction,Warm,Customer - Direct,19878.58,492.3,264,13,561,Phone Inquiry-00000-369
001630000144iLUAAY,370,Partner Referral,Agriculture,Cold,Prospect,75370.68,65.05,79.5,17,483,Partner Referral-00000-370
001630000144iLVAAY,371,Purchased List,Agriculture,Warm,Prospect,58591.4,421.25,66,11,638,Purchased List-00000-371
001630000144iLWAAY,372,Purchased List,Agriculture,Warm,Prospect,15021.63,307.34,367.5,14,483,Purchased List-00000-372
001630000144iL5AAI,345,Web,Finance,Warm,Other,21237.84,320.73,300,16,543,Web-00000-345
001630000144iL6AAI,346,Partner Referral,Machinery,Unrated,Prospect,3494.75,374.94,273,11,717,Partner Referral-00000-346
001630000144iL7AAI,347,Other,Finance,Primer,Customer - Direct,56012.51,225.16,205.5,19,306,Other-00000-347
001630000144iL8AAI,348,Other,Finance,Hot,Customer - Channel,6869.32,65.01,354,19,374,Other-00000-348
001630000144iL9AAI,349,Partner Referral,Construction,Hot,Installation Partner,46569.74,74.73,268.5,13,688,Partner Referral-00000-349
001630000144iLAAAY,350,Other,Construction,Primer,Installation Partner,55511.1,295.14,219,18,365,Other-00000-350
001630000144iLBAAY,351,Other,Machinery,Primer,Prospect,21370.64,488.35,286.5,13,505,Other-00000-351
001630000144iLCAAY,352,Purchased List,Construction,Primer,Prospect,44235.24,206.49,408,13,86,Purchased List-00000-352
001630000144iLXAAY,373,Phone Inquiry,Machinery,Primer,Customer - Direct,14666.71,412.13,79.5,22,262,Phone Inquiry-00000-373
001630000144iLYAAY,374,Phone Inquiry,Machinery,Warm,Customer - Direct,37001.93,270.23,192,19,506,Phone Inquiry-00000-374
001630000144iLZAAY,375,Web,Machinery,Cold,Customer - Direct,58568.94,289.51,160.5,13,660,Web-00000-375
001630000144iLaAAI,376,Phone Inquiry,Construction,Cold,Prospect,61649.98,421.18,138,18,145,Phone Inquiry-00000-376
001630000144iLbAAI,377,Phone Inquiry,Finance,Primer,Installation Partner,39861.9,541.46,106.5,16,455,Phone Inquiry-00000-377
001630000144iLcAAI,378,Web,Machinery,Cold,Prospect,34668.85,605.66,57,18,286,Web-00000-378
001630000144iLdAAI,379,Partner Referral,Telecommunications,Hot,Installation Partner,54997.42,448.49,142.5,17,372,Partner Referral-00000-379
001630000144iLeAAI,380,Purchased List,Construction,Unrated,Prospect,33090.37,156.64,327,11,661,Purchased List-00000-380
001630000144iLfAAI,381,Purchased List,Finance,Hot,Customer - Channel,3239.29,437.15,385.5,12,282,Purchased List-00000-381
001630000144iLgAAI,382,Other,Telecommunications,Warm,Customer - Channel,9482.85,615.93,93,17,453,Other-00000-382
001630000144iLhAAI,383,Other,Telecommunications,Warm,Customer - Direct,1725.92,387.18,340.5,17,321,Other-00000-383
001630000144iLiAAI,384,Phone Inquiry,Finance,Primer,Other,58709.49,569.04,187.5,12,220,Phone Inquiry-00000-384
001630000144iLjAAI,385,Other,Machinery,Hot,Installation Partner,35767.46,496.86,93,12,693,Other-00000-385
001630000144iLkAAI,386,Partner Referral,Machinery,Primer,Customer - Direct,36779.31,392.4,237,17,472,Partner Referral-00000-386
001630000144iLlAAI,387,Other,Construction,Primer,Customer - Channel,2551.99,157.55,97.5,14,950,Other-00000-387
001630000144iLmAAI,388,Web,Agriculture,Hot,Other,40137.55,122.62,408,10,365,Web-00000-388
001630000144iLnAAI,389,Web,Agriculture,Unrated,Other,81564.31,136.28,120,11,539,Web-00000-389
001630000144iLoAAI,390,Web,Finance,Unrated,Installation Partner,58717.38,446.7,147,17,335,Web-00000-390
001630000144iLpAAI,391,Other,Machinery,Primer,Customer - Channel,53874.46,226.53,219,16,585,Other-00000-391
001630000144iLqAAI,392,Phone Inquiry,Agriculture,Cold,Customer - Channel,31720.92,29.78,358.5,15,532,Phone Inquiry-00000-392
001630000144iLrAAI,393,Partner Referral,Finance,Warm,Installation Partner,8215.65,23.18,426,16,196,Partner Referral-00000-393
001630000144iLsAAI,394,Web,Agriculture,Cold,Other,11298.93,53.48,372,14,589,Web-00000-394
001630000144iLtAAI,395,Partner Referral,Agriculture,Hot,Customer - Direct,65144.55,619.13,61.5,10,74,Partner Referral-00000-395
001630000144iLuAAI,396,Web,Machinery,Cold,Installation Partner,19851.78,29.27,111,19,776,Web-00000-396
001630000144iLvAAI,397,Other,Machinery,Hot,Customer - Channel,46383.67,286.45,354,12,390,Other-00000-397
001630000144iLwAAI,398,Purchased List,Construction,Warm,Prospect,51811.35,12.27,228,18,530,Purchased List-00000-398
001630000144iLxAAI,399,Partner Referral,Machinery,Cold,Installation Partner,43180.93,225.2,268.5,20,201,Partner Referral-00000-399
001630000144iLyAAI,400,Purchased List,Agriculture,Hot,Customer - Channel,50758.69,163.96,214.5,18,526,Purchased List-00000-400
001630000144iLzAAI,401,Other,Telecommunications,Warm,Customer - Direct,12536.78,616.5,205.5,13,473,Other-00000-401
001630000144iM0AAI,402,Partner Referral,Agriculture,Hot,Customer - Direct,54169.44,101.27,214.5,18,525,Partner Referral-00000-402
001630000144iM1AAI,403,Phone Inquiry,Finance,Warm,Customer - Channel,14268.27,84.94,129,12,958,Phone Inquiry-00000-403
001630000144iMCAAY,404,Other,Machinery,Hot,Customer - Channel,63254.11,135.6,57,13,754,Other-00000-404
001630000144iMDAAY,405,Partner Referral,Agriculture,Hot,Customer - Direct,8531.14,160.36,286.5,11,801,Partner Referral-00000-405
001630000144iMEAAY,406,Other,Machinery,Primer,Prospect,28871.47,413.17,129,17,654,Other-00000-406
001630000144iMFAAY,407,Phone Inquiry,Telecommunications,Warm,Installation Partner,24574.87,523.39,151.5,20,188,Phone Inquiry-00000-407
001630000144iMGAAY,408,Other,Finance,Primer,Customer - Direct,42775.8,456.26,129,18,464,Other-00000-408
001630000144iMHAAY,409,Partner Referral,Agriculture,Warm,Prospect,58149.73,30.64,223.5,18,435,Partner Referral-00000-409
001630000144iMIAAY,410,Other,Finance,Cold,Other,2745.24,204.28,322.5,21,73,Other-00000-410
001630000144iMJAAY,411,Purchased List,Machinery,Hot,Other,13303.65,517.05,322.5,14,300,Purchased List-00000-411
001630000144iMKAAY,412,Web,Finance,Warm,Other,67072.84,136.72,313.5,14,293,Web-00000-412
001630000144iMLAAY,413,Phone Inquiry,Agriculture,Unrated,Prospect,5062.57,493.67,160.5,20,307,Phone Inquiry-00000-413
001630000144iMMAAY,414,Purchased List,Machinery,Primer,Customer - Channel,51492.87,268.2,318,15,367,Purchased List-00000-414
001630000144iMNAAY,415,Phone Inquiry,Finance,Hot,Other,15528.31,185.46,232.5,23,159,Phone Inquiry-00000-415
001630000144iMOAAY,416,Web,Telecommunications,Unrated,Installation Partner,39244.58,570.82,84,11,599,Web-00000-416
001630000144iMPAAY,417,Phone Inquiry,Machinery,Unrated,Customer - Direct,42772.11,395.6,255,13,559,Phone Inquiry-00000-417
001630000144iMQAAY,418,Other,Agriculture,Unrated,Customer - Direct,54555.45,438.82,165,17,320,Other-00000-418
001630000144iMRAAY,419,Other,Finance,Hot,Installation Partner,29058.57,414.02,282,11,599,Other-00000-419
001630000144iMSAAY,420,Phone Inquiry,Finance,Primer,Customer - Channel,25821.23,490.77,291,15,387,Phone Inquiry-00000-420
001630000144iMTAAY,421,Partner Referral,Machinery,Hot,Customer - Channel,16951.25,107.85,111,18,793,Partner Referral-00000-421
001630000144iMUAAY,422,Partner Referral,Finance,Hot,Other,56679.76,313.39,102,12,721,Partner Referral-00000-422
001630000144iMVAAY,423,Web,Machinery,Unrated,Installation Partner,59107.29,500.56,232.5,12,267,Web-00000-423
001630000144iMWAAY,424,Partner Referral,Telecommunications,Cold,Prospect,41247.35,374.09,210,17,537,Partner Referral-00000-424
001630000144iMXAAY,425,Other,Telecommunications,Hot,Installation Partner,38918.15,284.16,196.5,14,742,Other-00000-425
001630000144iMYAAY,426,Purchased List,Construction,Cold,Installation Partner,58110.59,550.46,129,10,418,Purchased List-00000-426
001630000144iMZAAY,427,Web,Agriculture,Unrated,Installation Partner,52465.93,423.25,111,17,476,Web-00000-427
001630000144iMaAAI,428,Partner Referral,Construction,Cold,Prospect,4548.2,331.59,237,18,578,Partner Referral-00000-428
001630000144iMbAAI,429,Purchased List,Machinery,Cold,Other,64938.06,316.59,259.5,11,430,Purchased List-00000-429
001630000144iMcAAI,430,Other,Construction,Cold,Customer - Direct,40310.84,234.26,214.5,16,678,Other-00000-430
001630000144iMdAAI,431,Purchased List,Agriculture,Primer,Installation Partner,65700.98,34.37,237,13,595,Purchased List-00000-431
001630000144iMeAAI,432,Partner Referral,Construction,Hot,Prospect,59807.28,478.29,246,12,264,Partner Referral-00000-432
001630000144iMfAAI,433,Web,Construction,Cold,Customer - Channel,59125.85,154.34,160.5,21,113,Web-00000-433
001630000144iMgAAI,434,Partner Referral,Finance,Hot,Other,53774.04,250.34,151.5,14,698,Partner Referral-00000-434
001630000144iMhAAI,435,Web,Machinery,Primer,Other,33700.47,451.33,48,14,733,Web-00000-435
001630000144iMiAAI,436,Other,Agriculture,Warm,Prospect,52042.24,592.72,124.5,14,330,Other-00000-436
001630000144iMjAAI,437,Phone Inquiry,Finance,Warm,Customer - Channel,47753.75,275.54,286.5,12,584,Phone Inquiry-00000-437
001630000144iMkAAI,438,Other,Construction,Hot,Prospect,51487.42,22.99,268.5,17,508,Other-00000-438
001630000144iMlAAI,439,Other,Finance,Unrated,Installation Partner,55041.59,422.22,264,10,418,Other-00000-439
001630000144iMmAAI,440,Phone Inquiry,Construction,Cold,Customer - Direct,32628.13,566.4,228,16,250,Phone Inquiry-00000-440
001630000144iMnAAI,441,Purchased List,Finance,Cold,Customer - Direct,51685.27,445.24,196.5,18,198,Purchased List-00000-441
001630000144iMoAAI,442,Phone Inquiry,Finance,Hot,Customer - Channel,62961.49,14.37,142.5,13,718,Phone Inquiry-00000-442
001630000144iMpAAI,443,Purchased List,Construction,Unrated,Installation Partner,34739.04,153.11,300,19,420,Purchased List-00000-443
001630000144iMqAAI,444,Partner Referral,Agriculture,Warm,Prospect,32637.81,332.41,241.5,17,571,Partner Referral-00000-444
001630000144iMrAAI,445,Other,Finance,Unrated,Installation Partner,54790.84,352.12,39,11,735,Other-00000-445
001630000144iMsAAI,446,Other,Finance,Hot,Prospect,39474.5,407.93,250.5,15,499,Other-00000-446
001630000144iMtAAI,447,Web,Agriculture,Cold,Customer - Direct,63525.43,311.76,300,15,135,Web-00000-447
001630000144iMuAAI,448,Phone Inquiry,Telecommunications,Primer,Customer - Channel,9566.95,415.64,363,12,402,Phone Inquiry-00000-448
001630000144iMvAAI,449,Purchased List,Agriculture,Primer,Prospect,38928.51,545.24,115.5,18,262,Purchased List-00000-449
001630000144iMwAAI,450,Phone Inquiry,Finance,Cold,Installation Partner,17916.21,438.85,246,14,617,Phone Inquiry-00000-450
001630000144iMxAAI,451,Phone Inquiry,Finance,Unrated,Customer - Direct,50215.25,247.79,286.5,16,456,Phone Inquiry-00000-451
001630000144iMyAAI,452,Other,Agriculture,Cold,Installation Partner,3815.79,637.48,232.5,11,433,Other-00000-452
