External_Id__c,AccountSource,Industry,Rating,Type,AnnualRevenue,Credit_Score__c,Days_Since_Last_Purchase__c,Transactions__c,NumberOfEmployees,Name
271,Web,Machinery,Warm,Other,29570.44,336.48,327.0,17,274,Web-00000-271
272,Purchased List,Construction,Hot,Customer - Direct,56646.35,83.41,300.0,17,349,Purchased List-00000-272
273,Purchased List,Telecommunications,Hot,Prospect,41859.5,42.09,291.0,19,369,Purchased List-00000-273
274,Partner Referral,Finance,Unrated,Installation Partner,4754.95,104.98,385.5,13,569,Partner Referral-00000-274
275,Purchased List,Machinery,Hot,Prospect,7020.38,594.3,178.5,18,318,Purchased List-00000-275
276,Purchased List,Telecommunications,Cold,Installation Partner,65647.96,370.82,250.5,13,316,Purchased List-00000-276
277,Partner Referral,Construction,Warm,Customer - Direct,52825.03,173.46,277.5,10,629,Partner Referral-00000-277
278,Web,Finance,Unrated,Other,60365.7,530.28,165.0,15,36,Web-00000-278
279,Purchased List,Telecommunications,Cold,Customer - Direct,73605.33,285.31,205.5,15,282,Purchased List-00000-279
280,Phone Inquiry,Agriculture,Primer,Customer - Direct,53634.8,457.59,286.5,14,10,Phone Inquiry-00000-280
281,Phone Inquiry,Telecommunications,Unrated,Customer - Channel,49378.76,97.77,318.0,18,247,Phone Inquiry-00000-281
282,Phone Inquiry,Telecommunications,Cold,Customer - Direct,30334.61,167.92,381.0,10,531,Phone Inquiry-00000-282
283,Other,Machinery,Unrated,Prospect,20011.97,403.51,295.5,15,506,Other-00000-283
284,Web,Construction,Hot,Other,15963.05,527.7,250.5,18,193,Web-00000-284
285,Phone Inquiry,Finance,Primer,Customer - Channel,69361.35,16.08,349.5,12,147,Phone Inquiry-00000-285
286,Partner Referral,Finance,Cold,Other,15198.72,391.06,255.0,18,445,Partner Referral-00000-286
287,Phone Inquiry,Machinery,Cold,Customer - Direct,75875.65,257.08,79.5,11,583,Phone Inquiry-00000-287
288,Purchased List,Telecommunications,Hot,Installation Partner,48838.23,463.08,138.0,15,535,Purchased List-00000-288
289,Partner Referral,Telecommunications,Hot,Installation Partner,28509.22,368.74,381.0,13,297,Partner Referral-00000-289
290,Web,Finance,Cold,Customer - Direct,14461.04,292.59,156.0,23,72,Web-00000-290
291,Web,Construction,Cold,Prospect,63370.39,291.85,129.0,20,186,Web-00000-291
292,Phone Inquiry,Construction,Primer,Customer - Direct,28556.64,120.98,223.5,23,95,Phone Inquiry-00000-292
293,Other,Finance,Cold,Customer - Direct,73439.26,328.23,34.5,18,118,Other-00000-293
294,Web,Agriculture,Cold,Customer - Channel,54353.55,82.43,241.5,19,359,Web-00000-294
295,Partner Referral,Machinery,Primer,Customer - Direct,47687.64,404.33,214.5,17,425,Partner Referral-00000-295
296,Web,Telecommunications,Warm,Customer - Channel,58466.84,464.43,232.5,13,319,Web-00000-296
297,Phone Inquiry,Agriculture,Unrated,Installation Partner,41905.26,610.8,192.0,15,94,Phone Inquiry-00000-297
298,Phone Inquiry,Telecommunications,Unrated,Prospect,67017.36,218.95,88.5,16,551,Phone Inquiry-00000-298
299,Purchased List,Telecommunications,Hot,Prospect,26422.79,443.78,246.0,20,30,Purchased List-00000-299
300,Web,Agriculture,Warm,Customer - Direct,54227.21,427.13,84.0,15,588,Web-00000-300
301,Phone Inquiry,Machinery,Hot,Prospect,47685.11,260.65,390.0,12,182,Phone Inquiry-00000-301
302,Other,Construction,Cold,Other,45031.65,111.3,205.5,17,655,Other-00000-302
303,Web,Finance,Hot,Customer - Channel,59414.48,492.82,115.5,12,502,Web-00000-303
304,Phone Inquiry,Machinery,Cold,Other,44375.24,204.65,345.0,13,480,Phone Inquiry-00000-304
305,Phone Inquiry,Agriculture,Unrated,Customer - Direct,62571.07,119.55,219.0,19,224,Phone Inquiry-00000-305
306,Partner Referral,Machinery,Hot,Customer - Direct,34927.01,151.85,246.0,16,669,Partner Referral-00000-306
307,Phone Inquiry,Agriculture,Warm,Customer - Channel,50670.22,88.08,282.0,18,359,Phone Inquiry-00000-307
308,Phone Inquiry,Agriculture,Unrated,Installation Partner,73549.41,180.93,138.0,16,461,Phone Inquiry-00000-308
309,Phone Inquiry,Agriculture,Unrated,Prospect,29452.05,500.39,88.5,17,545,Phone Inquiry-00000-309
310,Partner Referral,Construction,Unrated,Customer - Channel,61386.87,291.18,142.5,14,625,Partner Referral-00000-310
311,Phone Inquiry,Construction,Unrated,Customer - Channel,44679.95,173.8,88.5,17,738,Phone Inquiry-00000-311
312,Other,Agriculture,Hot,Other,1481.89,164.97,246.0,20,569,Other-00000-312
313,Partner Referral,Machinery,Unrated,Customer - Direct,81354.03,285.38,169.5,14,286,Partner Referral-00000-313
314,Other,Telecommunications,Warm,Prospect,37673.16,146.87,286.5,18,504,Other-00000-314
315,Partner Referral,Finance,Primer,Other,52397.82,66.89,88.5,19,618,Partner Referral-00000-315
316,Other,Construction,Unrated,Prospect,18341.37,265.23,232.5,21,392,Other-00000-316
317,Phone Inquiry,Telecommunications,Primer,Customer - Channel,46861.43,248.86,115.5,21,395,Phone Inquiry-00000-317
318,Purchased List,Construction,Warm,Customer - Channel,5434.62,347.73,88.5,20,586,Purchased List-00000-318
319,Partner Referral,Finance,Primer,Customer - Direct,22402.49,379.33,286.5,20,145,Partner Referral-00000-319
320,Other,Agriculture,Cold,Other,41757.36,402.0,79.5,13,754,Other-00000-320
321,Partner Referral,Machinery,Primer,Customer - Direct,43628.61,600.82,210.0,12,311,Partner Referral-00000-321
322,Web,Construction,Cold,Installation Partner,15242.81,696.14,223.5,12,183,Web-00000-322
323,Web,Construction,Cold,Installation Partner,9008.13,19.54,273.0,18,646,Web-00000-323
324,Purchased List,Machinery,Warm,Installation Partner,7881.74,337.85,331.5,19,142,Purchased List-00000-324
325,Partner Referral,Telecommunications,Unrated,Prospect,44220.31,453.19,156.0,19,320,Partner Referral-00000-325
326,Purchased List,Telecommunications,Warm,Prospect,35989.18,524.43,160.5,17,416,Purchased List-00000-326
327,Partner Referral,Finance,Warm,Installation Partner,73439.03,305.32,174.0,17,98,Partner Referral-00000-327
328,Purchased List,Construction,Unrated,Installation Partner,53021.95,198.03,246.0,17,501,Purchased List-00000-328
329,Other,Agriculture,Warm,Customer - Channel,49793.07,374.87,250.5,15,482,Other-00000-329
330,Purchased List,Agriculture,Primer,Customer - Direct,43177.91,336.85,322.5,14,426,Purchased List-00000-330
331,Phone Inquiry,Machinery,Cold,Customer - Direct,60339.71,388.37,102.0,16,494,Phone Inquiry-00000-331
332,Phone Inquiry,Agriculture,Primer,Customer - Direct,45763.74,161.14,120.0,23,171,Phone Inquiry-00000-332
333,Purchased List,Machinery,Unrated,Customer - Channel,92361.33,50.12,133.5,14,172,Purchased List-00000-333
334,Web,Telecommunications,Cold,Customer - Direct,22084.24,108.06,282.0,22,18,Web-00000-334
335,Purchased List,Telecommunications,Hot,Customer - Direct,15435.46,144.97,327.0,20,220,Purchased List-00000-335
336,Other,Machinery,Cold,Customer - Channel,56749.65,45.85,205.5,11,735,Other-00000-336
337,Web,Telecommunications,Unrated,Customer - Channel,15923.57,627.0,178.5,11,524,Web-00000-337
338,Web,Construction,Cold,Installation Partner,34593.78,539.0,246.0,17,42,Web-00000-338
339,Other,Finance,Warm,Prospect,21053.88,202.35,255.0,20,432,Other-00000-339
340,Web,Finance,Hot,Customer - Channel,26269.41,358.18,84.0,22,269,Web-00000-340
341,Other,Telecommunications,Warm,Customer - Channel,67759.15,300.88,228.0,14,422,Other-00000-341
342,Web,Construction,Warm,Customer - Channel,77145.22,332.91,183.0,14,270,Web-00000-342
343,Phone Inquiry,Agriculture,Warm,Customer - Direct,60631.22,441.7,30.0,19,165,Phone Inquiry-00000-343
344,Partner Referral,Machinery,Hot,Installation Partner,15734.91,289.8,322.5,17,448,Partner Referral-00000-344
345,Web,Finance,Warm,Other,21237.84,320.73,300.0,16,543,Web-00000-345
346,Partner Referral,Machinery,Unrated,Prospect,3494.75,374.94,273.0,11,717,Partner Referral-00000-346
347,Other,Finance,Primer,Customer - Direct,56012.51,225.16,205.5,19,306,Other-00000-347
348,Other,Finance,Hot,Customer - Channel,6869.32,65.01,354.0,19,374,Other-00000-348
349,Partner Referral,Construction,Hot,Installation Partner,46569.74,74.73,268.5,13,688,Partner Referral-00000-349
350,Other,Construction,Primer,Installation Partner,55511.1,295.14,219.0,18,365,Other-00000-350
351,Other,Machinery,Primer,Prospect,21370.64,488.35,286.5,13,505,Other-00000-351
352,Purchased List,Construction,Primer,Prospect,44235.24,206.49,408.0,13,86,Purchased List-00000-352
353,Partner Referral,Machinery,Warm,Customer - Channel,60225.94,221.16,165.0,19,371,Partner Referral-00000-353
354,Other,Construction,Primer,Customer - Channel,40894.16,296.67,151.5,18,623,Other-00000-354
355,Purchased List,Telecommunications,Hot,Installation Partner,64356.88,371.19,174.0,14,467,Purchased List-00000-355
356,Partner Referral,Machinery,Primer,Customer - Direct,14874.87,243.23,376.5,17,320,Partner Referral-00000-356
357,Phone Inquiry,Machinery,Hot,Customer - Channel,6035.89,113.5,412.5,18,33,Phone Inquiry-00000-357
358,Purchased List,Construction,Primer,Customer - Direct,46822.4,532.64,138.0,18,128,Purchased List-00000-358
359,Phone Inquiry,Finance,Warm,Installation Partner,5130.53,544.59,133.5,19,342,Phone Inquiry-00000-359
360,Other,Agriculture,Hot,Customer - Channel,50885.13,42.04,34.5,23,221,Other-00000-360
361,Other,Construction,Primer,Installation Partner,73415.67,307.51,286.5,11,85,Other-00000-361
362,Partner Referral,Telecommunications,Cold,Prospect,18969.36,384.24,232.5,17,601,Partner Referral-00000-362
363,Web,Finance,Unrated,Customer - Direct,50802.09,131.87,403.5,12,144,Web-00000-363
364,Purchased List,Telecommunications,Primer,Other,57701.5,244.06,214.5,17,444,Purchased List-00000-364
365,Purchased List,Finance,Warm,Prospect,40131.89,278.42,169.5,17,636,Purchased List-00000-365
366,Purchased List,Telecommunications,Warm,Other,59252.09,229.31,57.0,18,569,Purchased List-00000-366
367,Phone Inquiry,Agriculture,Hot,Installation Partner,43871.83,393.34,196.5,18,377,Phone Inquiry-00000-367
368,Other,Finance,Warm,Customer - Channel,87024.45,114.08,246.0,12,33,Other-00000-368
369,Phone Inquiry,Construction,Warm,Customer - Direct,19878.58,492.3,264.0,13,561,Phone Inquiry-00000-369
370,Partner Referral,Agriculture,Cold,Prospect,75370.68,65.05,79.5,17,483,Partner Referral-00000-370
371,Purchased List,Agriculture,Warm,Prospect,58591.4,421.25,66.0,11,638,Purchased List-00000-371
372,Purchased List,Agriculture,Warm,Prospect,15021.63,307.34,367.5,14,483,Purchased List-00000-372
373,Phone Inquiry,Machinery,Primer,Customer - Direct,14666.71,412.13,79.5,22,262,Phone Inquiry-00000-373
374,Phone Inquiry,Machinery,Warm,Customer - Direct,37001.93,270.23,192.0,19,506,Phone Inquiry-00000-374
375,Web,Machinery,Cold,Customer - Direct,58568.94,289.51,160.5,13,660,Web-00000-375
376,Phone Inquiry,Construction,Cold,Prospect,61649.98,421.18,138.0,18,145,Phone Inquiry-00000-376
377,Phone Inquiry,Finance,Primer,Installation Partner,39861.9,541.46,106.5,16,455,Phone Inquiry-00000-377
378,Web,Machinery,Cold,Prospect,34668.85,605.66,57.0,18,286,Web-00000-378
379,Partner Referral,Telecommunications,Hot,Installation Partner,54997.42,448.49,142.5,17,372,Partner Referral-00000-379
380,Purchased List,Construction,Unrated,Prospect,33090.37,156.64,327.0,11,661,Purchased List-00000-380
381,Purchased List,Finance,Hot,Customer - Channel,3239.29,437.15,385.5,12,282,Purchased List-00000-381
382,Other,Telecommunications,Warm,Customer - Channel,9482.85,615.93,93.0,17,453,Other-00000-382
383,Other,Telecommunications,Warm,Customer - Direct,1725.92,387.18,340.5,17,321,Other-00000-383
384,Phone Inquiry,Finance,Primer,Other,58709.49,569.04,187.5,12,220,Phone Inquiry-00000-384
385,Other,Machinery,Hot,Installation Partner,35767.46,496.86,93.0,12,693,Other-00000-385
386,Partner Referral,Machinery,Primer,Customer - Direct,36779.31,392.4,237.0,17,472,Partner Referral-00000-386
387,Other,Construction,Primer,Customer - Channel,2551.99,157.55,97.5,14,950,Other-00000-387
388,Web,Agriculture,Hot,Other,40137.55,122.62,408.0,10,365,Web-00000-388
389,Web,Agriculture,Unrated,Other,81564.31,136.28,120.0,11,539,Web-00000-389
390,Web,Finance,Unrated,Installation Partner,58717.38,446.7,147.0,17,335,Web-00000-390
391,Other,Machinery,Primer,Customer - Channel,53874.46,226.53,219.0,16,585,Other-00000-391
392,Phone Inquiry,Agriculture,Cold,Customer - Channel,31720.92,29.78,358.5,15,532,Phone Inquiry-00000-392
393,Partner Referral,Finance,Warm,Installation Partner,8215.65,23.18,426.0,16,196,Partner Referral-00000-393
394,Web,Agriculture,Cold,Other,11298.93,53.48,372.0,14,589,Web-00000-394
395,Partner Referral,Agriculture,Hot,Customer - Direct,65144.55,619.13,61.5,10,74,Partner Referral-00000-395
396,Web,Machinery,Cold,Installation Partner,19851.78,29.27,111.0,19,776,Web-00000-396
397,Other,Machinery,Hot,Customer - Channel,46383.67,286.45,354.0,12,390,Other-00000-397
398,Purchased List,Construction,Warm,Prospect,51811.35,12.27,228.0,18,530,Purchased List-00000-398
399,Partner Referral,Machinery,Cold,Installation Partner,43180.93,225.2,268.5,20,201,Partner Referral-00000-399
400,Purchased List,Agriculture,Hot,Customer - Channel,50758.69,163.96,214.5,18,526,Purchased List-00000-400
401,Other,Telecommunications,Warm,Customer - Direct,12536.78,616.5,205.5,13,473,Other-00000-401
402,Partner Referral,Agriculture,Hot,Customer - Direct,54169.44,101.27,214.5,18,525,Partner Referral-00000-402
403,Phone Inquiry,Finance,Warm,Customer - Channel,14268.27,84.94,129.0,12,958,Phone Inquiry-00000-403
404,Other,Machinery,Hot,Customer - Channel,63254.11,135.6,57.0,13,754,Other-00000-404
405,Partner Referral,Agriculture,Hot,Customer - Direct,8531.14,160.36,286.5,11,801,Partner Referral-00000-405
406,Other,Machinery,Primer,Prospect,28871.47,413.17,129.0,17,654,Other-00000-406
407,Phone Inquiry,Telecommunications,Warm,Installation Partner,24574.87,523.39,151.5,20,188,Phone Inquiry-00000-407
408,Other,Finance,Primer,Customer - Direct,42775.8,456.26,129.0,18,464,Other-00000-408
409,Partner Referral,Agriculture,Warm,Prospect,58149.73,30.64,223.5,18,435,Partner Referral-00000-409
410,Other,Finance,Cold,Other,2745.24,204.28,322.5,21,73,Other-00000-410
411,Purchased List,Machinery,Hot,Other,13303.65,517.05,322.5,14,300,Purchased List-00000-411
412,Web,Finance,Warm,Other,67072.84,136.72,313.5,14,293,Web-00000-412
413,Phone Inquiry,Agriculture,Unrated,Prospect,5062.57,493.67,160.5,20,307,Phone Inquiry-00000-413
414,Purchased List,Machinery,Primer,Customer - Channel,51492.87,268.2,318.0,15,367,Purchased List-00000-414
415,Phone Inquiry,Finance,Hot,Other,15528.31,185.46,232.5,23,159,Phone Inquiry-00000-415
416,Web,Telecommunications,Unrated,Installation Partner,39244.58,570.82,84.0,11,599,Web-00000-416
417,Phone Inquiry,Machinery,Unrated,Customer - Direct,42772.11,395.6,255.0,13,559,Phone Inquiry-00000-417
418,Other,Agriculture,Unrated,Customer - Direct,54555.45,438.82,165.0,17,320,Other-00000-418
419,Other,Finance,Hot,Installation Partner,29058.57,414.02,282.0,11,599,Other-00000-419
420,Phone Inquiry,Finance,Primer,Customer - Channel,25821.23,490.77,291.0,15,387,Phone Inquiry-00000-420
421,Partner Referral,Machinery,Hot,Customer - Channel,16951.25,107.85,111.0,18,793,Partner Referral-00000-421
422,Partner Referral,Finance,Hot,Other,56679.76,313.39,102.0,12,721,Partner Referral-00000-422
423,Web,Machinery,Unrated,Installation Partner,59107.29,500.56,232.5,12,267,Web-00000-423
424,Partner Referral,Telecommunications,Cold,Prospect,41247.35,374.09,210.0,17,537,Partner Referral-00000-424
425,Other,Telecommunications,Hot,Installation Partner,38918.15,284.16,196.5,14,742,Other-00000-425
426,Purchased List,Construction,Cold,Installation Partner,58110.59,550.46,129.0,10,418,Purchased List-00000-426
427,Web,Agriculture,Unrated,Installation Partner,52465.93,423.25,111.0,17,476,Web-00000-427
428,Partner Referral,Construction,Cold,Prospect,4548.2,331.59,237.0,18,578,Partner Referral-00000-428
429,Purchased List,Machinery,Cold,Other,64938.06,316.59,259.5,11,430,Purchased List-00000-429
430,Other,Construction,Cold,Customer - Direct,40310.84,234.26,214.5,16,678,Other-00000-430
431,Purchased List,Agriculture,Primer,Installation Partner,65700.98,34.37,237.0,13,595,Purchased List-00000-431
432,Partner Referral,Construction,Hot,Prospect,59807.28,478.29,246.0,12,264,Partner Referral-00000-432
433,Web,Construction,Cold,Customer - Channel,59125.85,154.34,160.5,21,113,Web-00000-433
434,Partner Referral,Finance,Hot,Other,53774.04,250.34,151.5,14,698,Partner Referral-00000-434
435,Web,Machinery,Primer,Other,33700.47,451.33,48.0,14,733,Web-00000-435
436,Other,Agriculture,Warm,Prospect,52042.24,592.72,124.5,14,330,Other-00000-436
437,Phone Inquiry,Finance,Warm,Customer - Channel,47753.75,275.54,286.5,12,584,Phone Inquiry-00000-437
438,Other,Construction,Hot,Prospect,51487.42,22.99,268.5,17,508,Other-00000-438
439,Other,Finance,Unrated,Installation Partner,55041.59,422.22,264.0,10,418,Other-00000-439
440,Phone Inquiry,Construction,Cold,Customer - Direct,32628.13,566.4,228.0,16,250,Phone Inquiry-00000-440
441,Purchased List,Finance,Cold,Customer - Direct,51685.27,445.24,196.5,18,198,Purchased List-00000-441
442,Phone Inquiry,Finance,Hot,Customer - Channel,62961.49,14.37,142.5,13,718,Phone Inquiry-00000-442
443,Purchased List,Construction,Unrated,Installation Partner,34739.04,153.11,300.0,19,420,Purchased List-00000-443
444,Partner Referral,Agriculture,Warm,Prospect,32637.81,332.41,241.5,17,571,Partner Referral-00000-444
445,Other,Finance,Unrated,Installation Partner,54790.84,352.12,39.0,11,735,Other-00000-445
446,Other,Finance,Hot,Prospect,39474.5,407.93,250.5,15,499,Other-00000-446
447,Web,Agriculture,Cold,Customer - Direct,63525.43,311.76,300.0,15,135,Web-00000-447
448,Phone Inquiry,Telecommunications,Primer,Customer - Channel,9566.95,415.64,363.0,12,402,Phone Inquiry-00000-448
449,Purchased List,Agriculture,Primer,Prospect,38928.51,545.24,115.5,18,262,Purchased List-00000-449
450,Phone Inquiry,Finance,Cold,Installation Partner,17916.21,438.85,246.0,14,617,Phone Inquiry-00000-450
451,Phone Inquiry,Finance,Unrated,Customer - Direct,50215.25,247.79,286.5,16,456,Phone Inquiry-00000-451
452,Other,Agriculture,Cold,Installation Partner,3815.79,637.48,232.5,11,433,Other-00000-452
453,Other,Construction,Warm,Prospect,48231.59,37.04,354.0,12,487,Other-00000-453
454,Web,Machinery,Cold,Installation Partner,16896.31,211.98,412.5,16,44,Web-00000-454
455,Phone Inquiry,Finance,Hot,Customer - Direct,61769.42,480.2,120.0,16,324,Phone Inquiry-00000-455
456,Partner Referral,Finance,Warm,Installation Partner,60776.91,274.37,160.5,19,301,Partner Referral-00000-456
457,Other,Telecommunications,Warm,Customer - Channel,64690.22,181.78,169.5,20,99,Other-00000-457
458,Purchased List,Finance,Warm,Installation Partner,55220.79,13.89,241.5,20,286,Purchased List-00000-458
459,Phone Inquiry,Construction,Unrated,Installation Partner,17528.94,354.41,250.5,18,556,Phone Inquiry-00000-459
460,Other,Agriculture,Warm,Customer - Channel,81481.89,52.89,115.5,18,27,Other-00000-460
461,Web,Telecommunications,Warm,Installation Partner,56280.11,504.88,178.5,14,367,Web-00000-461
462,Partner Referral,Telecommunications,Unrated,Other,72788.32,401.08,214.5,11,282,Partner Referral-00000-462
463,Purchased List,Machinery,Primer,Other,32576.56,431.43,259.5,15,524,Purchased List-00000-463
464,Web,Agriculture,Warm,Installation Partner,16775.37,427.26,336.0,16,302,Web-00000-464
465,Other,Machinery,Warm,Installation Partner,21586.37,465.74,291.0,16,407,Other-00000-465
466,Partner Referral,Agriculture,Unrated,Customer - Direct,18938.81,399.33,403.5,13,43,Partner Referral-00000-466
467,Other,Telecommunications,Cold,Other,41386.79,41.65,372.0,13,468,Other-00000-467
468,Partner Referral,Machinery,Unrated,Customer - Channel,3716.71,433.41,408.0,11,99,Partner Referral-00000-468
469,Other,Construction,Cold,Installation Partner,64051.55,352.29,156.0,17,388,Other-00000-469
470,Web,Telecommunications,Primer,Other,33597.88,563.04,75.0,14,600,Web-00000-470
471,Web,Telecommunications,Unrated,Prospect,58415.67,333.67,183.0,18,377,Web-00000-471
472,Other,Machinery,Unrated,Prospect,6981.9,162.98,295.5,20,450,Other-00000-472
473,Phone Inquiry,Agriculture,Hot,Other,55541.42,384.35,255.0,15,362,Phone Inquiry-00000-473
474,Purchased List,Finance,Warm,Customer - Channel,60991.7,198.63,295.5,14,433,Purchased List-00000-474
475,Phone Inquiry,Machinery,Cold,Customer - Direct,13422.6,535.54,340.5,13,175,Phone Inquiry-00000-475
476,Other,Machinery,Cold,Other,20195.38,133.81,196.5,17,792,Other-00000-476
477,Purchased List,Agriculture,Warm,Other,55373.05,213.95,43.5,16,714,Purchased List-00000-477
478,Purchased List,Agriculture,Cold,Prospect,64900.1,527.62,142.5,10,340,Purchased List-00000-478
479,Web,Finance,Cold,Prospect,21949.86,368.03,304.5,16,484,Web-00000-479
480,Web,Agriculture,Cold,Prospect,18719.9,148.68,367.5,19,208,Web-00000-480
481,Web,Construction,Primer,Installation Partner,65929.95,32.61,201.0,12,655,Web-00000-481
482,Partner Referral,Telecommunications,Warm,Other,3106.06,381.58,178.5,22,146,Partner Referral-00000-482
483,Purchased List,Construction,Hot,Customer - Channel,13243.84,338.15,300.0,14,637,Purchased List-00000-483
484,Purchased List,Finance,Unrated,Prospect,81150.71,198.99,232.5,14,181,Purchased List-00000-484
485,Other,Telecommunications,Unrated,Customer - Direct,58500.27,207.62,363.0,14,40,Other-00000-485
486,Web,Telecommunications,Warm,Prospect,15541.21,414.58,300.0,11,612,Web-00000-486
487,Partner Referral,Finance,Unrated,Customer - Channel,21482.47,413.44,187.5,13,744,Partner Referral-00000-487
488,Purchased List,Finance,Hot,Customer - Channel,33099.4,478.38,219.0,19,234,Purchased List-00000-488
489,Phone Inquiry,Machinery,Warm,Customer - Direct,46146.43,113.34,268.5,18,431,Phone Inquiry-00000-489
490,Phone Inquiry,Telecommunications,Primer,Prospect,63703.68,21.08,75.0,17,641,Phone Inquiry-00000-490
491,Web,Telecommunications,Warm,Installation Partner,24831.3,306.62,174.0,22,215,Web-00000-491
492,Phone Inquiry,Machinery,Unrated,Installation Partner,52591.52,280.56,43.5,22,37,Phone Inquiry-00000-492
493,Partner Referral,Telecommunications,Cold,Installation Partner,27722.43,314.84,300.0,11,653,Partner Referral-00000-493
494,Purchased List,Agriculture,Primer,Other,43028.99,419.49,160.5,20,282,Purchased List-00000-494
495,Phone Inquiry,Telecommunications,Primer,Prospect,23553.76,37.29,412.5,11,480,Phone Inquiry-00000-495
496,Web,Machinery,Primer,Customer - Channel,55600.7,617.25,88.5,14,213,Web-00000-496
497,Partner Referral,Finance,Cold,Customer - Channel,30687.68,470.67,129.0,13,703,Partner Referral-00000-497
498,Partner Referral,Finance,Hot,Customer - Channel,46076.18,540.45,102.0,19,58,Partner Referral-00000-498
499,Purchased List,Machinery,Cold,Prospect,62971.56,230.19,246.0,15,449,Purchased List-00000-499
