External_Id__c,Customer_Account__r.External_Id__c,Product__r.External_Id__c
8983,95,27
8988,95,66
8999,95,57
9002,95,46
9004,95,62
9009,95,96
9012,95,14
9015,95,36
9030,96,88
9034,96,38
9040,96,19
9041,96,40
9046,96,64
9047,96,50
9054,96,83
9055,96,97
9056,96,78
9057,96,51
9058,96,18
9059,96,37
9062,96,92
9063,96,46
9066,96,39
9067,96,1
9068,96,54
9084,96,7
9096,97,82
9098,97,61
9102,97,67
9107,97,1
9109,97,17
9111,97,92
9120,97,59
9121,97,13
9122,97,84
9125,97,0
9126,97,76
9130,97,77
9133,97,32
9147,97,36
9151,97,42
9153,97,56
9154,97,57
9160,97,20
9165,97,72
9182,97,8
9185,97,91
9189,97,4
9205,98,93
9208,98,58
9209,98,33
9210,98,11
9211,98,8
9216,98,85
9224,98,88
9226,98,60
9237,98,72
9239,98,68
9243,98,7
9256,98,98
9260,98,67
9263,98,27
9264,98,76
9270,98,84
9271,98,32
9272,98,1
9275,98,57
9278,98,38
9279,98,42
9286,98,29
9297,99,29
9299,99,65
9308,99,45
9309,99,82
9327,99,74
9328,99,47
9332,99,9
9343,99,59
9346,99,17
9348,99,8
9349,99,19
9356,99,90
9357,99,11
9359,99,15
9367,99,43
9376,99,73
9378,99,94
9384,99,42
9385,99,97
9387,99,55
9388,99,79
9389,99,51
9392,100,88
9397,100,19
9411,100,71
9412,100,78
9413,100,68
9414,100,37
9419,100,62
9420,100,26
9425,100,36
9434,100,13
9445,100,94
9447,100,18
9452,100,14
9453,100,0
9456,100,51
9457,100,44
9459,100,46
9466,101,26
9471,101,62
9472,101,53
9474,101,94
9475,101,27
9485,101,55
9489,101,93
9490,101,97
9494,101,30
9502,101,31
9503,101,19
9515,101,96
9517,101,38
9521,101,85
9524,101,39
9538,101,66
9544,101,54
9550,101,50
9551,101,3
9554,101,75
9555,101,21
9560,102,53
9563,102,25
9570,102,86
9574,102,99
9586,102,79
9587,102,23
9589,102,61
9594,102,91
9598,102,59
9600,102,80
9602,102,54
9609,102,93
9611,102,3
9614,102,83
9619,102,46
9625,102,24
9626,102,69
9631,102,84
9633,102,64
9641,102,96
9649,102,78
9651,102,17
9655,103,40
9665,103,33
9673,103,82
9674,103,14
9678,103,10
9683,103,91
9685,103,8
9688,103,90
9693,103,51
9697,103,74
9703,103,11
9709,103,9
9710,103,67
9715,103,36
9716,103,42
9728,103,56
9733,103,75
9737,103,57
9738,103,98
9739,103,2
9748,104,19
9753,104,59
9755,104,87
9758,104,21
9759,104,34
9764,104,10
9766,104,16
9773,104,45
9775,104,50
9779,104,69
9786,104,24
9787,104,96
9790,104,43
9794,104,58
9798,104,22
9808,104,9
9810,104,62
9822,104,35
9827,104,52
9830,104,89
9836,104,23
9838,104,54
9844,105,90
9846,105,38
9853,105,39
9855,105,60
9857,105,83
9862,105,22
9865,105,27
9869,105,41
9870,105,21
9876,105,92
9882,105,96
9887,105,44
9894,105,71
9896,105,25
9898,105,54
9901,105,64
9903,105,87
9905,105,46
9912,105,70
9926,105,40
9927,105,18
9941,105,51
9947,106,65
9949,106,85
9956,106,19
9964,106,71
9966,106,91
9971,106,75
9972,106,20
9974,106,12
9983,106,45
9984,106,47
9985,106,60
9993,106,8
10004,106,67
10005,106,43
10009,106,0
10015,106,32
10019,106,70
10022,106,56
10025,106,53
10028,106,98
10031,106,38
10034,106,42
10041,107,78
10043,107,7
10045,107,61
10049,107,91
10053,107,25
10061,107,36
10062,107,59
10064,107,21
10071,107,79
10073,107,15
10077,107,44
10085,107,50
10091,107,86
10093,107,45
10095,107,26
10103,107,19
10109,107,41
10113,107,84
10116,107,96
10122,107,5
10132,107,54
10133,107,76
10140,108,42
10142,108,32
10143,108,51
10146,108,36
10157,108,50
10161,108,15
10163,108,82
10175,108,27
10181,108,41
10187,108,71
10196,108,56
10200,108,7
10204,108,58
10205,108,11
10206,108,76
10212,108,43
10215,108,13
10218,108,67
10219,108,66
10225,108,45
10230,108,91
10231,109,4
10242,109,25
10247,109,49
10251,109,73
10256,109,88
10270,109,87
10284,109,64
10287,109,76
10292,109,5
10295,109,85
10297,109,22
10300,109,12
10303,109,42
10309,109,60
10311,109,92
10314,109,2
10317,109,83
10318,109,70
10324,109,71
10327,109,48
10328,109,8
10329,109,1
10332,110,45
10338,110,96
10339,110,5
10343,110,15
10354,110,44
10363,110,62
10365,110,0
10366,110,83
10367,110,64
10372,110,2
10378,110,92
10379,110,66
10383,110,67
10388,110,7
10399,110,48
10404,110,8
10405,110,81
10406,110,31
10412,110,52
10415,110,73
10424,110,19
10427,110,75
10433,111,82
10436,111,51
10440,111,31
10442,111,71
10443,111,94
10450,111,56
10458,111,39
10459,111,32
10463,111,16
10464,111,36
10470,111,28
10472,111,13
10474,111,58
10477,111,27
10482,111,40
10486,111,83
10488,111,46
10494,111,20
10497,111,74
10503,111,78
10508,111,70
10520,111,12
10523,112,92
10524,112,55
10525,112,89
10529,112,72
10530,112,31
10534,112,28
10544,112,82
10547,112,63
10558,112,26
10564,112,61
10569,112,97
10573,112,68
10574,112,30
10578,112,56
10582,112,20
10584,112,64
10589,112,51
10595,112,14
10603,113,26
10605,113,49
10615,113,11
10617,113,29
10619,113,58
10622,113,53
10624,113,33
10629,113,91
10635,113,89
10643,113,90
10644,113,22
10645,113,30
10647,113,27
10648,113,51
10653,113,78
10654,113,41
10669,113,42
10671,113,60
10677,113,48
10680,113,38
10681,113,39
10682,113,82
10709,114,20
10711,114,4
10720,114,24
10722,114,95
10725,114,72
10726,114,15
10735,114,23
10736,114,66
10737,114,75
10740,114,62
10746,114,93
10750,114,57
10752,114,47
10755,114,6
10757,114,44
10761,114,36
10769,114,17
10772,114,61
10774,114,63
10776,114,14
10787,114,52
10792,115,30
10795,115,39
10799,115,33
10800,115,79
10815,115,97
10817,115,38
10821,115,20
10824,115,53
10831,115,67
10835,115,56
10839,115,24
10847,115,91
10851,115,74
10856,115,90
10859,115,86
10861,115,98
10862,115,66
10876,115,80
10878,115,17
10879,115,8
10882,115,35
10886,115,10
10889,116,70
10898,116,57
10900,116,55
10908,116,53
10911,116,25
10916,116,5
10920,116,2
10921,116,33
10929,116,75
10931,116,3
10932,116,13
10933,116,11
10940,116,9
10948,116,61
10949,116,86
10950,116,64
10958,116,30
10959,116,34
10968,117,24
10971,117,42
10977,117,38
10979,117,19
10983,117,85
10988,117,34
10989,117,41
10991,117,75
10996,117,59
11002,117,16
11004,117,45
11008,117,43
11011,117,35
11015,117,12
11018,117,21
11019,117,1
11034,117,50
11036,117,27
11042,117,15
11054,117,33
11061,117,62
11065,117,95
11069,118,65
11073,118,16
11076,118,5
11078,118,96
11085,118,20
11086,118,30
11090,118,12
11097,118,60
11114,118,67
11118,118,98
11124,118,29
11127,118,79
11131,118,56
11134,118,55
11140,118,54
11143,118,23
11147,118,91
11148,118,84
11156,118,86
11160,118,63
11163,118,46
11165,118,99
11172,119,36
11174,119,57
11187,119,9
11193,119,82
11199,119,42
11201,119,67
11203,119,15
11204,119,28
11207,119,17
11209,119,14
11214,119,76
11226,119,84
11230,119,56
11231,119,8
11239,119,7
11240,119,91
11242,119,75
11243,119,2
11245,119,29
11249,119,20
11252,119,44
11261,119,68
11266,120,4
11267,120,71
11274,120,83
11286,120,18
11291,120,60
11295,120,28
11299,120,23
11304,120,92
11319,120,72
11321,120,70
11323,120,35
11328,120,85
11330,120,91
11338,120,88
11339,120,52
11344,120,51
11345,120,82
11346,120,87
11351,120,89
11356,120,24
11358,120,40
11359,120,69
11374,121,30
11377,121,62
11386,121,58
11392,121,34
11395,121,24
11402,121,4
11404,121,35
11407,121,59
11408,121,92
11415,121,91
11418,121,9
11422,121,61
11429,121,33
11430,121,2
11435,121,93
11438,121,13
11443,121,76
11445,121,88
11450,121,65
11452,121,12
11453,121,47
11476,122,47
11478,122,44
11481,122,67
11486,122,91
11487,122,45
11488,122,70
11494,122,7
11496,122,82
11499,122,72
11500,122,19
11503,122,8
11511,122,59
11514,122,42
11517,122,41
11518,122,92
11525,122,15
11540,122,62
11547,122,27
11548,122,87
11549,122,0
11551,122,89
11552,122,66
11555,123,15
11572,123,39
11578,123,51
11580,123,45
11582,123,85
11586,123,38
11592,123,14
11601,123,52
11602,123,12
11606,123,40
11611,123,10
11614,123,50
11618,123,16
11621,123,60
11624,123,31
11625,123,19
11626,123,46
11630,124,11
11633,124,66
11634,124,83
11646,124,80
11649,124,56
11658,124,6
11665,124,13
11669,124,3
11671,124,91
11679,124,95
11684,124,7
11686,124,58
11691,124,43
11692,124,17
11696,124,34
11698,124,0
11704,124,97
11707,124,72
11709,124,20
11712,124,8
11723,125,34
11725,125,57
11735,125,95
11738,125,3
11740,125,2
11745,125,86
11746,125,70
11753,125,13
11758,125,61
11766,125,30
11772,125,62
11773,125,58
11774,125,33
11776,125,25
11780,125,64
11791,125,92
11794,125,4
11795,125,9
11797,125,5
11801,125,53
11809,126,22
11810,126,25
11817,126,39
11818,126,3
11821,126,55
11824,126,95
11825,126,9
11829,126,78
11835,126,84
11844,126,16
11854,126,62
11857,126,13
11858,126,90
11862,126,29
11863,126,21
11866,126,58
11871,126,15
11872,126,34
11876,126,79
11878,126,43
11883,126,86
11895,126,12
11910,127,63
11911,127,58
11920,127,69
11929,127,94
11930,127,52
11932,127,93
11939,127,53
11943,127,71
11944,127,10
11947,127,74
11949,127,20
11955,127,60
11956,127,99
11959,127,32
11962,127,67
11963,127,31
11974,127,55
11982,127,56
11984,127,23
11987,127,19
11988,127,50
11992,127,84
12003,128,43
12008,128,56
12010,128,30
12015,128,89
12017,128,52
12028,128,66
12033,128,93
12039,128,53
12041,128,10
12045,128,50
12050,128,58
12053,128,84
12055,128,23
12058,128,57
12059,128,74
12062,128,22
12069,128,69
12071,128,15
12083,129,64
12089,129,54
12095,129,74
12096,129,75
12099,129,35
12100,129,98
12110,129,15
12111,129,90
12113,129,36
12119,129,84
12121,129,7
12125,129,37
12126,129,67
12127,129,59
12144,129,97
12150,129,56
12152,129,6
12156,129,44
12162,129,48
12166,129,30
12170,130,11
12172,130,34
12173,130,98
12180,130,43
12182,130,21
12183,130,12
12205,130,1
12206,130,9
12207,130,38
12212,130,19
12213,130,87
12214,130,60
12219,130,83
12225,130,45
12230,130,33
12231,130,17
12239,130,13
12244,130,3
12245,130,30
12252,130,35
12255,130,75
12262,130,42
12268,131,64
12271,131,52
12272,131,16
12274,131,96
12277,131,84
12279,131,69
12286,131,54
12287,131,46
12290,131,67
12291,131,0
12302,131,5
12305,131,18
12314,131,88
12319,131,82
12322,131,70
12324,131,31
12325,131,68
12332,131,48
12340,131,42
12344,131,73
12349,131,25
12351,131,59
12375,132,45
12378,132,83
12381,132,8
12382,132,49
12383,132,64
12390,132,42
12392,132,50
12400,132,5
12404,132,41
12405,132,27
12407,132,90
12410,132,91
12412,132,96
12416,132,92
12419,132,59
12425,132,82
12427,132,1
12431,132,19
12436,132,70
12440,132,87
12448,132,76
12451,132,73
12455,133,71
12456,133,54
12462,133,98
12468,133,19
12472,133,1
12480,133,46
12485,133,47
12501,133,12
12511,133,81
12512,133,42
12513,133,60
12523,133,95
12524,133,35
12525,133,85
12529,133,96
12533,133,65
12537,133,10
12542,133,40
12545,133,39
12546,133,25
12549,133,38
12553,133,50
12558,134,50
12568,134,64
12573,134,68
12578,134,23
12583,134,96
12586,134,45
12591,134,90
12592,134,75
12598,134,91
12601,134,76
12604,134,61
12607,134,99
12613,134,84
12616,134,59
12618,134,93
12620,134,63
12624,134,78
12625,134,79
12638,134,74
12639,134,31
12643,134,54
12647,135,13
12654,135,49
12655,135,61
12656,135,63
12661,135,84
12664,135,42
12666,135,31
12668,135,25
12675,135,36
12681,135,68
12682,135,90
12684,135,29
12685,135,57
12701,135,3
12702,135,66
12704,135,53
12707,135,27
12715,135,1
12717,135,95
12723,135,23
12739,136,29
12741,136,76
12742,136,37
12758,136,82
12760,136,57
12762,136,8
12768,136,87
12771,136,17
12778,136,78
12779,136,73
12785,136,79
12786,136,32
12787,136,59
12788,136,42
12789,136,49
12793,136,83
12810,136,31
12812,136,99
12819,136,81
12826,136,91
12831,136,80
12834,136,28
12841,137,28
12848,137,99
12851,137,59
12858,137,78
12864,137,70
12875,137,71
12878,137,13
12879,137,54
12880,137,73
12893,137,96
12897,137,76
12899,137,77
12900,137,37
12903,137,61
12911,137,91
12917,137,26
12919,137,46
12921,137,97
12930,137,87
12931,137,51
12932,137,14
12933,137,25
12934,138,88
12937,138,37
12938,138,14
12939,138,26
12943,138,76
12945,138,60
12954,138,47
12964,138,93
12966,138,40
12971,138,61
12973,138,81
12977,138,57
12980,138,13
12996,138,18
12997,138,78
13002,138,6
13010,138,12
13014,138,43
13021,138,72
13027,138,41
13028,138,46
13029,138,49
13042,139,24
13044,139,93
13047,139,21
13053,139,91
13054,139,82
13059,139,59
13064,139,84
13066,139,53
13067,139,68
13074,139,19
13075,139,2
13077,139,13
13079,139,29
13088,139,42
13091,139,61
13094,139,23
13101,139,28
13111,139,45
13116,139,47
13119,139,63
13121,139,75
13127,140,76
13131,140,95
13143,140,71
13150,140,38
13152,140,65
13157,140,66
13162,140,1
13163,140,92
13166,140,85
13170,140,7
13172,140,72
13178,140,68
13179,140,98
13188,140,34
13189,140,88
13191,140,62
13195,140,18
13201,140,12
13202,140,40
13207,140,35
13212,141,92
13213,141,48
13219,141,72
13222,141,95
13226,141,96
13228,141,33
13234,141,83
13258,141,18
13259,141,91
13262,141,51
13263,141,68
13265,141,8
13268,141,4
13269,141,0
13277,141,31
13282,141,82
13292,141,10
13300,141,2
13301,141,28
13303,141,64
13305,141,14
13309,141,98
13316,142,54
13323,142,45
13324,142,12
13329,142,19
13338,142,58
13341,142,94
13345,142,96
13346,142,74
13353,142,95
13358,142,9
13363,142,29
13364,142,11
13365,142,55
13373,142,47
13374,142,27
13377,142,79
13390,142,82
13391,142,97
13392,142,2
13394,142,39
13400,143,1
13404,143,67
13405,143,48
13408,143,96
13412,143,76
13418,143,16
13427,143,42
13433,143,31
13441,143,25
13448,143,5
13452,143,49
13453,143,70
13459,143,28
13465,143,0
13472,143,68
13473,143,73
13474,143,46
13480,143,18
13481,143,88
13496,144,17
13497,144,4
13498,144,28
13501,144,41
13505,144,62
13508,144,13
13512,144,7
13513,144,76
13518,144,15
13531,144,27
13533,144,72
13535,144,1
13539,144,61
13543,144,50
13545,144,82
13552,144,0
13559,144,91
13562,144,87
13563,144,45
13567,144,66
13568,144,19
13572,144,83
13589,145,73
13599,145,18
13600,145,6
13603,145,47
13613,145,79
13615,145,7
13617,145,48
13624,145,19
13628,145,15
13629,145,67
13637,145,64
13641,145,82
13646,145,75
13650,145,44
13653,145,13
13655,145,17
13661,145,45
13662,145,96
13667,145,68
13668,145,56
13674,145,37
13679,145,74
13682,146,6
13683,146,76
13697,146,21
13699,146,93
13700,146,91
13702,146,20
13709,146,44
13710,146,74
13718,146,86
13720,146,41
13723,146,17
13730,146,23
13738,146,84
13739,146,75
13742,146,7
13748,146,99
13751,146,67
13756,146,79
13766,146,78
13767,146,37
13772,147,3
13776,147,25
13788,147,91
13790,147,33
13791,147,86
13796,147,11
13804,147,55
13806,147,82
13807,147,41
13809,147,58
13812,147,38
13813,147,53
13815,147,79
13825,147,30
13829,147,62
13830,147,28
13832,147,34
13840,147,27
13845,147,42
13849,147,1
13851,147,22
13864,147,90
13870,148,7
13877,148,15
13879,148,82
13880,148,72
13881,148,45
13885,148,18
13886,148,10
13888,148,39
13889,148,48
13890,148,35
13891,148,24
13893,148,83
13900,148,51
13909,148,11
13910,148,64
13914,148,38
13923,148,98
13939,148,87
13945,148,91
13951,148,88
13960,148,73
13961,148,85
13968,149,4
13971,149,41
13973,149,78
13976,149,32
13977,149,99
13979,149,12
13995,149,67
14001,149,27
14008,149,63
14010,149,90
14011,149,70
14012,149,91
14021,149,61
14029,149,13
14033,149,58
14040,149,23
14047,149,74
14049,149,75
14050,149,60
14051,149,18
14059,149,25
14062,149,46
14070,150,3
14079,150,75
14083,150,98
14086,150,24
14088,150,29
14090,150,91
14094,150,43
14098,150,33
14099,150,62
14103,150,35
14107,150,56
14109,150,59
14114,150,67
14118,150,30
14119,150,65
14126,150,58
14133,150,9
14136,150,47
14144,150,52
14153,150,20
14155,150,34
14158,150,17
14163,151,45
14174,151,19
14176,151,11
14178,151,44
14187,151,62
14194,151,31
14202,151,91
14203,151,2
14206,151,30
14214,151,69
14217,151,25
14227,151,33
14231,151,34
14234,151,23
14235,151,66
14236,151,96
14238,151,5
14239,151,85
14242,151,39
14248,152,67
14249,152,56
14252,152,16
14256,152,33
14258,152,60
14267,152,53
14271,152,48
14280,152,59
14290,152,76
14293,152,64
14300,152,20
14306,152,32
14309,152,46
14317,152,65
14319,152,18
14325,152,37
14329,152,49
14331,152,78
14332,152,30
14333,152,88
14338,153,83
14339,153,8
14344,153,72
14345,153,51
14346,153,92
14352,153,2
14358,153,16
14363,153,40
14367,153,15
14368,153,4
14371,153,84
14378,153,71
14385,153,0
14388,153,65
14389,153,67
14407,153,95
14409,153,70
14418,153,1
14421,153,45
14424,153,12
14425,153,87
14429,153,42
14433,154,77
14447,154,88
14449,154,38
14455,154,72
14459,154,52
14461,154,99
14467,154,93
14468,154,58
14470,154,18
14475,154,51
14477,154,6
14481,154,7
14482,154,17
14484,154,11
14491,154,10
14495,154,79
14498,154,57
14510,154,37
14514,154,16
14519,154,4
14521,154,78
14527,154,85
14534,155,1
14538,155,19
14543,155,83
14549,155,90
14555,155,60
14558,155,43
14559,155,10
14562,155,55
14567,155,13
14571,155,85
14572,155,86
14576,155,42
14578,155,78
14585,155,8
14586,155,11
14597,155,45
14607,155,49
14609,155,73
14612,155,94
14616,155,5
14623,155,47
14628,155,76
14647,156,85
14649,156,8
14652,156,45
14656,156,88
14660,156,35
14666,156,51
14667,156,53
14672,156,62
14674,156,19
14677,156,7
14678,156,71
14680,156,11
14681,156,67
14684,156,68
14691,156,38
14694,156,72
14695,156,98
14696,156,15
14712,156,60
14714,156,97
14717,156,58
14722,156,13
14725,157,79
14742,157,5
14747,157,96
14748,157,76
14754,157,59
14755,157,25
14772,157,91
14780,157,73
14785,157,61
14787,157,17
14788,157,86
14789,157,36
14790,157,54
14792,157,77
14794,157,37
14800,157,84
14802,157,67
14803,157,81
14809,157,46
14812,157,0
14813,157,99
14816,157,78
14825,158,10
14828,158,60
14837,158,55
14838,158,5
14849,158,86
14852,158,96
14861,158,44
14863,158,11
14864,158,51
14869,158,9
14870,158,94
14871,158,75
14872,158,91
14889,158,34
14890,158,38
14894,158,97
14896,158,79
14897,158,26
14898,158,70
14915,159,76
14916,159,83
14918,159,79
14931,159,74
14933,159,13
14938,159,98
14940,159,91
14948,159,17
14950,159,11
14951,159,10
14955,159,93
14958,159,43
14962,159,50
14970,159,61
14972,159,12
14976,159,38
14982,159,85
14987,159,19
14989,159,78
14994,159,9
14996,159,60
15012,160,59
15013,160,47
15017,160,54
15020,160,90
15021,160,31
15022,160,45
15025,160,14
15027,160,76
15029,160,96
15031,160,19
15033,160,95
15034,160,1
15035,160,49
15037,160,25
15038,160,15
15050,160,70
15056,160,27
15068,160,41
15074,160,64
15075,160,42
15077,160,16
15078,160,7
15105,161,8
15110,161,92
15111,161,64
15124,161,7
15126,161,66
15128,161,83
15131,161,44
15132,161,62
15135,161,75
15138,161,31
15142,161,48
15145,161,2
15149,161,73
15151,161,67
15157,161,4
15162,161,19
15165,161,81
15172,161,45
15173,161,0
15174,161,5
15181,161,96
15186,161,15
15191,162,42
15194,162,58
15198,162,11
15206,162,36
15211,162,30
15215,162,39
15229,162,78
15232,162,41
15237,162,97
15239,162,49
15241,162,74
15245,162,53
15250,162,66
15252,162,33
15259,162,28
15272,162,84
15273,162,68
15277,162,82
15278,162,27
15279,162,90
15286,162,26
15287,162,29
15291,163,59
15293,163,57
15310,163,4
15313,163,91
15316,163,6
15322,163,43
15326,163,36
15330,163,66
15331,163,61
15334,163,19
15339,163,82
15340,163,7
15342,163,62
15347,163,58
15349,163,34
15350,163,76
15353,163,95
15362,163,3
15372,164,92
15378,164,81
15381,164,10
15386,164,57
15389,164,15
15390,164,8
15393,164,95
15404,164,87
15405,164,71
15409,164,17
15411,164,61
15416,164,38
15419,164,83
15420,164,11
15422,164,60
15423,164,19
15426,164,45
15430,164,51
15433,164,58
15442,164,4
15456,164,93
15462,164,39
15475,165,38
15478,165,60
15481,165,82
15487,165,85
15493,165,97
15495,165,43
15498,165,91
15499,165,58
15500,165,11
15501,165,76
15506,165,51
15508,165,42
15516,165,41
15519,165,15
15520,165,50
15526,165,33
15527,165,30
15529,165,32
15543,166,11
15551,166,51
15553,166,27
15561,166,41
15563,166,14
15564,166,87
15566,166,82
15575,166,91
15583,166,58
15584,166,40
15585,166,21
15587,166,15
15590,166,28
15591,166,12
15595,166,45
15605,166,34
15607,166,70
15611,166,50
15629,166,83
15630,166,44
15633,166,43
15641,167,82
15645,167,95
15648,167,81
15650,167,73
15657,167,18
15659,167,91
15666,167,52
15668,167,24
15670,167,48
15677,167,5
15681,167,64
15682,167,83
15686,167,72
15687,167,14
15700,167,87
15711,167,8
15715,167,25
15722,167,92
15723,167,70
15728,167,88
15729,167,4
15734,168,40
15738,168,19
15741,168,10
15742,168,16
15745,168,66
15751,168,45
15753,168,24
15758,168,21
15765,168,54
15767,168,34
15781,168,23
15786,168,59
15787,168,35
15788,168,50
15791,168,62
15799,168,44
15802,168,95
15811,168,51
15814,168,15
15815,168,84
15818,168,39
15820,168,22
15826,169,92
15828,169,96
15829,169,12
15834,169,51
15835,169,18
15840,169,65
15850,169,68
15852,169,54
15855,169,72
15857,169,64
15858,169,46
15866,169,41
15868,169,48
15869,169,98
15886,169,66
15890,169,10
15892,169,34
15897,169,47
15900,169,60
15905,169,22
15914,170,66
15915,170,21
15930,170,39
15932,170,50
15933,170,15
15947,170,76
15952,170,92
15955,170,27
15957,170,91
15958,170,4
15963,170,90
15967,170,7
15968,170,11
15970,170,59
15972,170,96
15978,170,45
15979,170,43
15984,170,34
15988,170,49
15990,170,54
15991,170,41
16006,171,21
16020,171,7
16024,171,19
16025,171,5
16028,171,95
16031,171,62
16032,171,45
16033,171,54
16034,171,56
16037,171,96
16039,171,37
16044,171,74
16054,171,46
16055,171,6
16057,171,86
16058,171,20
16060,171,79
16071,171,17
16075,171,44
16077,171,13
16096,172,9
16099,172,39
16108,172,75
16112,172,60
16114,172,44
16117,172,66
16119,172,89
16121,172,67
16122,172,11
16124,172,34
16135,172,91
16138,172,33
16140,172,38
16146,172,82
16159,172,58
16161,172,62
16162,172,51
16167,172,98
16170,172,96
16174,172,70
16182,172,95
16183,172,87
16195,173,57
16198,173,53
16201,173,13
16207,173,68
16209,173,66
16212,173,69
16214,173,61
16216,173,28
16217,173,86
16224,173,91
16225,173,82
16227,173,31
16228,173,3
16236,173,74
16240,173,26
16242,173,23
16255,173,4
16265,173,36
16266,173,79
16267,173,95
16274,173,62
16280,173,63
16295,174,46
16297,174,78
16299,174,72
16301,174,22
16305,174,52
16307,174,54
16312,174,16
16313,174,37
16314,174,98
16316,174,99
16318,174,26
16320,174,60
16327,174,12
16328,174,88
16334,174,77
16344,174,59
16357,174,40
16358,174,14
16361,174,76
16363,174,18
16377,175,93
16389,175,17
16398,175,19
16402,175,23
16405,175,87
16407,175,24
16411,175,4
16412,175,41
16418,175,56
16419,175,27
16422,175,59
16429,175,62
16434,175,50
16440,175,53
16444,175,61
16453,175,8
16455,175,0
16461,175,28
16462,175,92
16463,175,83
16466,176,56
16467,176,31
16468,176,70
16472,176,42
16476,176,46
16490,176,13
16504,176,76
16507,176,32
16515,176,51
16516,176,36
16518,176,96
16523,176,16
16526,176,20
16534,176,25
16538,176,67
16543,176,71
16548,176,77
16549,176,99
16551,176,65
16553,176,37
16555,176,78
16560,177,28
16561,177,82
16564,177,25
16565,177,92
16569,177,9
16577,177,95
16585,177,31
16586,177,5
16590,177,88
16592,177,4
16594,177,19
16598,177,96
16605,177,15
16613,177,91
16618,177,7
16634,177,14
16638,177,70
16639,177,45
16642,177,24
16645,177,64
16653,178,78
16655,178,99
16659,178,67
16661,178,61
16663,178,46
16665,178,77
16667,178,81
16669,178,96
16672,178,91
16677,178,59
16683,178,17
16690,178,54
16694,178,25
16706,178,36
16708,178,84
16710,178,83
16724,178,0
16725,178,79
16734,178,76
16741,178,26
16743,178,37
16744,178,3
16748,179,9
16755,179,60
16761,179,48
16766,179,79
16772,179,87
16777,179,6
16780,179,37
16782,179,98
16793,179,17
16794,179,88
16795,179,80
16796,179,73
16799,179,95
16803,179,8
16810,179,55
16818,179,39
16821,179,47
16826,179,15
16834,179,94
16838,179,72
16839,179,35
16840,179,97
16849,180,62
16851,180,43
16864,180,49
16865,180,30
16866,180,64
16868,180,48
16877,180,17
16879,180,24
16886,180,33
16889,180,34
16891,180,80
16903,180,78
16906,180,3
16910,180,76
16914,180,60
16918,180,47
16919,180,9
16925,180,22
16926,180,59
16933,181,69
16936,181,32
16948,181,50
16950,181,83
16951,181,51
16952,181,60
16958,181,15
16959,181,41
16961,181,77
16962,181,71
16963,181,7
16968,181,36
16981,181,85
16982,181,42
16988,181,45
16992,181,88
16998,181,38
17002,181,13
17007,181,76
17013,181,43
17016,181,52
17020,181,27
17032,182,74
17039,182,99
17042,182,3
17045,182,41
17057,182,62
17062,182,98
17063,182,87
17069,182,84
17070,182,55
17076,182,90
17077,182,30
17078,182,58
17081,182,22
17092,182,94
17098,182,11
17103,182,23
17106,182,10
17108,182,67
17111,182,27
17113,182,60
17116,182,34
17117,182,38
17134,183,1
17138,183,5
17139,183,64
17145,183,13
17149,183,70
17156,183,47
17158,183,32
17165,183,96
17166,183,83
17172,183,56
17178,183,78
17182,183,18
17186,183,92
17191,183,53
17197,183,27
17198,183,62
17199,183,9
17205,183,75
17209,183,0
17210,183,82
17216,183,86
17218,183,68
17227,184,95
17233,184,51
17236,184,39
17241,184,58
17244,184,83
17252,184,0
17260,184,48
17261,184,94
17262,184,73
17265,184,87
17267,184,3
17270,184,11
17275,184,68
17291,184,30
17296,184,34
17302,184,79
17304,184,55
17307,184,33
17313,184,97
17316,184,98
17317,184,62
17318,184,38
17324,185,53
17331,185,80
17334,185,79
17337,185,21
17340,185,27
17341,185,50
17348,185,89
17350,185,6
17354,185,5
17358,185,77
17360,185,66
17363,185,64
17372,185,37
17380,185,26
17384,185,44
17395,185,88
17401,185,78
17403,185,86
17404,185,72
17413,185,17
17417,185,54
17420,185,52
17426,186,55
17427,186,30
17430,186,26
17431,186,82
17432,186,94
17438,186,89
17444,186,64
17448,186,52
17474,186,37
17481,186,68
17483,186,51
17485,186,56
17486,186,13
17488,186,85
17489,186,75
17493,186,88
17498,186,74
17499,186,7
17503,186,66
17510,186,44
17511,187,9
17513,187,15
17526,187,43
17533,187,16
17537,187,44
17540,187,45
17542,187,58
17550,187,70
17558,187,2
17563,187,14
17569,187,65
17571,187,41
17573,187,47
17579,187,59
17589,187,19
17595,187,27
17598,187,28
17602,187,1
17603,187,82
17605,187,42
17606,187,11
17609,187,62
17616,188,44
17617,188,57
17623,188,53
17628,188,66
17640,188,36
17642,188,55
17646,188,30
17647,188,19
17651,188,75
17656,188,93
17674,188,96
17675,188,85
17676,188,39
17683,188,14
17688,188,74
17692,188,47
17693,188,31
17694,188,79
17699,188,95
17700,188,62
17703,188,45
17705,189,95
17708,189,92
17716,189,68
17718,189,10
17720,189,12
17722,189,71
17725,189,33
17737,189,65
17742,189,40
17745,189,49
17750,189,98
17752,189,46
17753,189,18
17757,189,51
17761,189,72
17763,189,81
17783,189,83
17791,189,1
17793,189,60
17794,189,48
17795,189,96
17797,189,31
17809,190,96
17810,190,54
17811,190,94
17823,190,33
17828,190,73
17834,190,35
17843,190,91
