Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId,Annual_Spend__c,Credit_Score__c,Days_Since_Last_Purchase__c,External_Id__c,Transactions__c
00111000028LUZEAA4,,,Phone Inquiry-00000-413,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZEAA4,,Agriculture,5062.57,307,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,493.67,160.5,413,20
00111000028LUUrAAO,,,Phone Inquiry-00000-162,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUrAAO,,Machinery,33326.23,625,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,341.13,39,162,19
00111000028LUUqAAO,,,Phone Inquiry-00000-161,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUqAAO,,Machinery,28562.2,554,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,298.77,201,161,19
00111000028LUUsAAO,,,Purchased List-00000-163,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUsAAO,,Machinery,23695.46,117,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,390.55,277.5,163,20
00111000028LUUtAAO,,,Phone Inquiry-00000-164,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUtAAO,,Finance,65858.91,628,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,224.44,124.5,164,14
00111000028LUUuAAO,,,Phone Inquiry-00000-165,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUuAAO,,Machinery,65324.05,447,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,91.16,219,165,17
00111000028LUUvAAO,,,Phone Inquiry-00000-166,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUvAAO,,Construction,77771.14,131,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,314.17,147,166,16
00111000028LUUwAAO,,,Phone Inquiry-00000-167,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUwAAO,,Construction,80218.38,90,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,100.4,255,167,15
00111000028LUUxAAO,,,Web-00000-168,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUxAAO,,Machinery,59411.27,260,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Web,,,,,,,,,,549.5,183,168,12
00111000028LUUyAAO,,,Phone Inquiry-00000-169,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUyAAO,,Machinery,16107.04,94,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,540.2,358.5,169,10
00111000028LUUzAAO,,,Purchased List-00000-170,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUUzAAO,,Telecommunications,47638.26,424,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,397.94,174,170,18
00111000028LUV0AAO,,,Partner Referral-00000-171,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV0AAO,,Agriculture,27108.21,441,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,573.51,223.5,171,14
00111000028LUV1AAO,,,Phone Inquiry-00000-172,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV1AAO,,Agriculture,61976.93,124,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,408.33,282,172,14
00111000028LUV2AAO,,,Partner Referral-00000-173,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV2AAO,,Construction,15160.76,105,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,489.36,129,173,21
00111000028LUV3AAO,,,Purchased List-00000-174,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV3AAO,,Finance,52920.69,371,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,450.2,277.5,174,10
00111000028LUV4AAO,,,Partner Referral-00000-175,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV4AAO,,Construction,65096.02,339,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,439.9,79.5,175,16
00111000028LUV5AAO,,,Web-00000-176,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV5AAO,,Finance,1601.87,765,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Web,,,,,,,,,,53.55,318,176,12
00111000028LUV6AAO,,,Phone Inquiry-00000-177,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV6AAO,,Machinery,59572.87,112,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,267,358.5,177,11
00111000028LUZZAA4,,,Partner Referral-00000-434,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZZAA4,,Finance,53774.04,698,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,250.34,151.5,434,14
00111000028LUZFAA4,,,Purchased List-00000-414,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZFAA4,,Machinery,51492.87,367,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,268.2,318,414,15
00111000028LUZGAA4,,,Phone Inquiry-00000-415,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZGAA4,,Finance,15528.31,159,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,185.46,232.5,415,23
00111000028LUZHAA4,,,Web-00000-416,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZHAA4,,Telecommunications,39244.58,599,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Web,,,,,,,,,,570.82,84,416,11
00111000028LUZIAA4,,,Phone Inquiry-00000-417,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZIAA4,,Machinery,42772.11,559,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,395.6,255,417,13
00111000028LUZJAA4,,,Other-00000-418,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZJAA4,,Agriculture,54555.45,320,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,438.82,165,418,17
00111000028LUZKAA4,,,Other-00000-419,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZKAA4,,Finance,29058.57,599,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,414.02,282,419,11
00111000028LUZLAA4,,,Phone Inquiry-00000-420,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZLAA4,,Finance,25821.23,387,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,490.77,291,420,15
00111000028LUZMAA4,,,Partner Referral-00000-421,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZMAA4,,Machinery,16951.25,793,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,107.85,111,421,18
00111000028LUZNAA4,,,Partner Referral-00000-422,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZNAA4,,Finance,56679.76,721,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,313.39,102,422,12
00111000028LUZOAA4,,,Web-00000-423,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZOAA4,,Machinery,59107.29,267,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Web,,,,,,,,,,500.56,232.5,423,12
00111000028LUZPAA4,,,Partner Referral-00000-424,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZPAA4,,Telecommunications,41247.35,537,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,374.09,210,424,17
00111000028LUZQAA4,,,Other-00000-425,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZQAA4,,Telecommunications,38918.15,742,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,284.16,196.5,425,14
00111000028LUZRAA4,,,Purchased List-00000-426,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZRAA4,,Construction,58110.59,418,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,550.46,129,426,10
00111000028LUZSAA4,,,Web-00000-427,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZSAA4,,Agriculture,52465.93,476,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Web,,,,,,,,,,423.25,111,427,17
00111000028LUZTAA4,,,Partner Referral-00000-428,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZTAA4,,Construction,4548.2,578,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,331.59,237,428,18
00111000028LUZUAA4,,,Purchased List-00000-429,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZUAA4,,Machinery,64938.06,430,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,316.59,259.5,429,11
00111000028LUZVAA4,,,Other-00000-430,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZVAA4,,Construction,40310.84,678,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,234.26,214.5,430,16
00111000028LUZWAA4,,,Purchased List-00000-431,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZWAA4,,Agriculture,65700.98,595,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,34.37,237,431,13
00111000028LUZXAA4,,,Partner Referral-00000-432,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZXAA4,,Construction,59807.28,264,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,478.29,246,432,12
00111000028LUZYAA4,,,Web-00000-433,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZYAA4,,Construction,59125.85,113,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Web,,,,,,,,,,154.34,160.5,433,21
00111000028LUV7AAO,,,Other-00000-178,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV7AAO,,Machinery,64411.16,82,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Other,,,,,,,,,,226.55,349.5,178,12
00111000028LUV8AAO,,,Purchased List-00000-179,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV8AAO,,Construction,9802.21,60,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,547.27,57,179,21
00111000028LUV9AAO,,,Phone Inquiry-00000-180,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUV9AAO,,Machinery,57888.43,72,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,142.04,264,180,19
00111000028LUVAAA4,,,Purchased List-00000-181,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVAAA4,,Construction,49276.59,793,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,69.54,192,181,12
00111000028LUVBAA4,,,Phone Inquiry-00000-182,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVBAA4,,Construction,48964.01,196,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,446.18,273,182,16
00111000028LUVCAA4,,,Purchased List-00000-183,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVCAA4,,Finance,49994.1,548,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,149.28,192,183,18
00111000028LUVDAA4,,,Phone Inquiry-00000-184,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVDAA4,,Construction,40344.29,17,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,480.12,187.5,184,19
00111000028LUVEAA4,,,Phone Inquiry-00000-185,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVEAA4,,Agriculture,77209.83,174,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,348.91,210,185,13
00111000028LUVFAA4,,,Phone Inquiry-00000-186,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVFAA4,,Telecommunications,53071.3,46,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,461.89,196.5,186,18
00111000028LUVGAA4,,,Purchased List-00000-187,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVGAA4,,Machinery,28879.8,641,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,93.54,205.5,187,19
00111000028LUVHAA4,,,Partner Referral-00000-188,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVHAA4,,Construction,2716.53,354,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,573.35,241.5,188,16
00111000028LUVIAA4,,,Partner Referral-00000-189,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVIAA4,,Finance,10413.65,852,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,369.17,84,189,14
00111000028LUVJAA4,,,Partner Referral-00000-190,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUVJAA4,,Telecommunications,2148.58,375,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:19.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:20.000+0000,,,,,,Pending,Partner Referral,,,,,,,,,,382,318,190,17
00111000028LUZaAAO,,,Web-00000-435,Other,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZaAAO,,Machinery,33700.47,733,,,,Primer,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Web,,,,,,,,,,451.33,48,435,14
00111000028LUZbAAO,,,Other-00000-436,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZbAAO,,Agriculture,52042.24,330,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,592.72,124.5,436,14
00111000028LUZcAAO,,,Phone Inquiry-00000-437,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZcAAO,,Finance,47753.75,584,,,,Warm,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,275.54,286.5,437,12
00111000028LUZdAAO,,,Other-00000-438,Prospect,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZdAAO,,Construction,51487.42,508,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,22.99,268.5,438,17
00111000028LUZeAAO,,,Other-00000-439,Installation Partner,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZeAAO,,Finance,55041.59,418,,,,Unrated,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Other,,,,,,,,,,422.22,264,439,10
00111000028LUZfAAO,,,Phone Inquiry-00000-440,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZfAAO,,Construction,32628.13,250,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,566.4,228,440,16
00111000028LUZgAAO,,,Purchased List-00000-441,Customer - Direct,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZgAAO,,Finance,51685.27,198,,,,Cold,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Purchased List,,,,,,,,,,445.24,196.5,441,18
00111000028LUZhAAO,,,Phone Inquiry-00000-442,Customer - Channel,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/00111000028LUZhAAO,,Finance,62961.49,718,,,,Hot,,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,0051100000C6MdYAAV,2021-08-16T21:13:23.000+0000,,,,,,Pending,Phone Inquiry,,,,,,,,,,14.37,142.5,442,13
